gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
-875530.163494,17,1.0,0.22835482074467728,0.867972924314214,-875530.163545-0 -875530.163443-1,-62.727062354806435,-55.71273309362459,121.59083064749292,23.924591655695647,9.757884127715217,-20.129931607060456,-0.4875051420628487,-0.38179061231766365,0.7852226848534021,-39.96033809896101,15.270569506029075,-12.822218162640503,-0.14583276680003726,-0.4465935855253005,0.8827723225696998
-875530.159512,17,1.0,0.22742402822838764,0.8678854533750241,-875530.155581-0 -875530.163443-1,-62.61934162006509,-55.41173989113614,120.85670609021852,23.924591655695647,9.757884127715217,-20.129931607060456,-0.4889946606675923,-0.3820654890188525,0.784162090348272,-39.96033809896101,15.270569506029075,-12.822218162640503,-0.14583276680003726,-0.4465935855253005,0.8827723225696998
-875530.155581,17,1.0,0.22780319679200858,0.8684699491538678,-875530.155581-0 -875530.155581-1,-61.86563184750863,-54.898913315713145,119.58174632176156,23.924591655695647,9.757884127715217,-20.129931607060456,-0.4889946606675923,-0.3820654890188525,0.784162090348272,-39.96033809896101,15.270569506029075,-12.822218162640503,-0.14233960201614057,-0.44802326627819794,0.882618032090497
-875530.151529,17,1.0,0.22781916052073342,0.8688734512056646,-875530.155581-0 -875530.147477-1,-61.784280262502335,-54.882625585877896,119.41044094018562,23.924591655695647,9.757884127715217,-20.129931607060456,-0.4889946606675923,-0.3820654890188525,0.784162090348272,-39.96033809896101,15.270569506029075,-12.822218162640503,-0.14200652625290489,-0.4487234886605124,0.8823159169061396
-875530.147511,18,1.0,0.2282335521979506,0.8695133953141881,-875530.147545-0 -875530.147477-1,-61.84758955691706,-55.10801096695009,119.729501569469,23.924591655695647,9.757884127715217,-20.129931607060456,-0.48838259742818324,-0.3828610400036606,0.7841555091795354,-39.96033809896101,15.270569506029075,-12.822218162640503,-0.14200652625290489,-0.4487234886605124,0.8823159169061396
-875530.1435825,18,1.0,0.2282957525889091,0.8701927339979404,-875530.139688-0 -875530.147477-1,-61.874602934080116,-55.23384145280636,119.77787769811171,23.924591655695647,9.757884127715217,-20.129931607060456,-0.48833824745486903,-0.38387059447364935,0.7836894300494005,-39.96033809896101,15.270569506029075,-12.822218162640503,-0.14200652625290489,-0.4487234886605124,0.8823159169061396
-875530.139616,18,1.0,0.2282556880688258,0.8707384869068824,-875530.139688-0 -875530.139544-1,-61.8732932097691,-55.29575580477522,119.72135304574002,23.924591655695647,9.757884127715217,-20.129931607060456,-0.48833824745486903,-0.38387059447364935,0.7836894300494005,-39.96033809896101,15.270569506029075,-12.822218162640503,-0.14207772405814537,-0.4495998266135863,0.8818582177626348
-875530.1355715,18,1.0,0.22816313199278038,0.8714372541167855,-875530.131599-0 -875530.139544-1,-61.884349552373536,-55.3778164913784,119.65029933251694,23.924591655695647,9.757884127715217,-20.129931607060456,-0.4885437768394668,-0.3849770083089351,0.7830183147187117,-39.96033809896101,15.270569506029075,-12.822218162640503,-0.14207772405814537,-0.4495998266135863,0.8818582177626348
-875530.1315969999,18,0.9946434497833252,0.22861171740165204,0.8711387704664666,-875530.131599-0 -875530.131595-1,-61.14114083111341,-54.766392371507216,118.48050328413282,23.924591655695647,9.757884127715217,-20.129931607060456,-0.4885437768394668,-0.3849770083089351,0.7830183147187117,-39.96033809896101,15.270569506029075,-12.822218162640503,-0.1384462072777818,-0.44960051061910294,0.8824352829196254
-875530.1275665001,18,0.9946434497833252,0.2293934263908485,0.8731928742883641,-875530.123538-0 -875530.131595-1,-61.28190989098832,-55.321574687237806,119.07403410459716,23.924591655695647,9.757884127715217,-20.129931607060456,-0.48745821729167216,-0.3877683492623991,0.7823171950718832,-39.96033809896101,15.270569506029075,-12.822218162640503,-0.1384462072777818,-0.44960051061910294,0.8824352829196254
-875530.1235955,18,1.0,0.22931715027803978,0.8753821941034675,-875530.123538-0 -875530.123653-1,-61.13281467713784,-55.455210423935064,118.61540362642263,23.924591655695647,9.757884127715217,-20.129931607060456,-0.48745821729167216,-0.3877683492623991,0.7823171950718832,-39.96033809896101,15.270569506029075,-12.822218162640503,-0.13803160961098893,-0.4532040573736439,0.8806550727318083
-875530.119489,18,1.0,0.2293413105731473,0.8771457506232849,-875530.123538-0 -875530.11544-1,-60.8649792292467,-55.445145940275346,118.00745059998121,23.924591655695647,9.757884127715217,-20.129931607060456,-0.48745821729167216,-0.3877683492623991,0.7823171950718832,-39.96033809896101,15.270569506029075,-12.822218162640503,-0.1369728980127438,-0.45619591568434087,0.8792745371742073
-875530.1154324999,18,1.0,0.231287385521553,0.8788406987022775,-875530.115425-0 -875530.11544-1,-61.11222252476039,-56.303367442923225,119.48432709529744,23.924591655695647,9.757884127715217,-20.129931607060456,-0.4844747309516964,-0.3895266626670275,0.7832963769485781,-39.96033809896101,15.270569506029075,-12.822218162640503,-0.1369728980127438,-0.45619591568434087,0.8792745371742073
-875530.1115105,19,1.0,0.23185525951318198,0.8785498828238866,-875530.115425-0 -875530.107596-1,-60.188486617501695,-55.53466516449096,118.01276932028186,23.924591655695647,9.757884127715217,-20.129931607060456,-0.4844747309516964,-0.3895266626670275,0.7832963769485781,-39.96033809896101,15.270569506029075,-12.822218162640503,-0.13241354468389768,-0.4562996351575157,0.8799189145252896
