videos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,movie.started,etRecord.started,etRecord.stopped,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
spot-swept.avi,0,0,0,7,0.138089100131765,,0.02732880017720163,0.138089100131765,0.06167490012012422,1.1204550000838935,1.3374976001214236,199184,001,2023-10-25_16h24.37.754,PFE,2023.2.3,59.71386308707059,2023-10-25 16h24.41.751110 +0200,
spot-original.avi,0,1,1,6,1.7237230001483113,,1.457538900198415,1.7237230001483113,0.2219125998672098,1.2641616000328213,2.9550039002206177,199184,001,2023-10-25_16h24.37.754,PFE,2023.2.3,59.71386308707059,2023-10-25 16h24.41.751110 +0200,
spot-elongated-2.avi,0,2,2,5,3.3578521001618356,,3.0749410002026707,3.3578521001618356,0.23301369999535382,1.2667451999150217,4.589270000113174,199184,001,2023-10-25_16h24.37.754,PFE,2023.2.3,59.71386308707059,2023-10-25 16h24.41.751110 +0200,
spot-elongated-1.avi,0,3,3,4,4.97289860015735,,4.70274700014852,4.97289860015735,0.22056129993870854,1.2555976000148803,6.193734800210223,199184,001,2023-10-25_16h24.37.754,PFE,2023.2.3,59.71386308707059,2023-10-25 16h24.41.751110 +0200,
ball-elongated-1.avi,0,4,4,0,6.590816700132564,,6.317919400054961,6.590816700132564,0.22255680011585355,1.2725339999888092,7.8221740000881255,199184,001,2023-10-25_16h24.37.754,PFE,2023.2.3,59.71386308707059,2023-10-25 16h24.41.751110 +0200,
ball-elongated-2.avi,0,5,5,1,8.21835510013625,,7.936743600061163,8.21835510013625,0.23255179985426366,1.2693189999554306,9.438991200178862,199184,001,2023-10-25_16h24.37.754,PFE,2023.2.3,59.71386308707059,2023-10-25 16h24.41.751110 +0200,
ball-swept_volume.avi,0,6,6,3,9.840571600012481,,9.56393300020136,9.840571600012481,0.2287987000308931,1.2609949999023229,11.074711300199851,199184,001,2023-10-25_16h24.37.754,PFE,2023.2.3,59.71386308707059,2023-10-25 16h24.41.751110 +0200,
ball-original.avi,0,7,7,2,11.471776900114492,,11.188574800034985,11.471776900114492,0.23419760004617274,1.2698774000164121,12.690613500075415,199184,001,2023-10-25_16h24.37.754,PFE,2023.2.3,59.71386308707059,2023-10-25 16h24.41.751110 +0200,
ball-elongated-1.avi,1,0,8,0,13.086026400094852,,12.816973500186577,13.086026400094852,0.220514299813658,1.2580378998536617,14.305267699994147,199184,001,2023-10-25_16h24.37.754,PFE,2023.2.3,59.71386308707059,2023-10-25 16h24.41.751110 +0200,
spot-elongated-2.avi,1,1,9,5,14.712593900039792,,14.433234099997208,14.712593900039792,0.22949830000288785,1.2745328999590129,15.94144230009988,199184,001,2023-10-25_16h24.37.754,PFE,2023.2.3,59.71386308707059,2023-10-25 16h24.41.751110 +0200,
