trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,movie.started,etRecord.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,0.05742130009457469,,0.05729499994777143,,,,,,,,
