sessions.thisRepN,sessions.thisTrialN,sessions.thisN,sessions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,questions.started,key_resp.started,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.06530859996564686,,0.0378127999138087,0.06530859996564686,0.06530859996564686,1.0811476999660954,,,,,,,,
