trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,videos,thisRow.t,notes,trial.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.02191010001115501,,,,,,,,
