videos,first_frame,sessions.thisRepN,sessions.thisTrialN,sessions.thisN,sessions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,focus.started,image.started,focus.stopped,trial.started,movie.started,etRecord.started,trial.stopped,questions.started,key_resp.started,text.started,questions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
video/Sphere_init1_speed1_perturbation/original/0001-0150.avi,video/First_frame/Sphere_init1_speed1_perturbation_original_0001-0150.jpg,0,0,0,0,0,0,0,14,0.1429454999997688,,0.03169780000098399,0.1429454999997688,1.0049588000001677,1.004965500000253,1.1335897999997542,0.04517380000106641,7.319601399998646,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init4_speed1_perturbation/delta1/0001-0150.avi,video/First_frame/Sphere_init4_speed1_perturbation_delta1_0001-0150.jpg,0,0,0,0,0,1,1,21,7.464745799999946,,7.442916299998615,7.464745799999946,8.45438600000125,8.454391999999643,8.702828999998019,0.211064000002807,14.93703579999783,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init4_speed1/original/0001-0150.avi,video/First_frame/Sphere_init4_speed1_original_0001-0150.jpg,0,0,0,0,0,2,2,11,15.06664489999821,,15.048376200000348,15.06664489999821,16.054027099999075,16.054033500000514,16.310083000000304,0.21425590000217198,22.536163400000078,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init2_speed1_perturbation/original/0001-0150.avi,video/First_frame/Sphere_init2_speed1_perturbation_original_0001-0150.jpg,0,0,0,0,0,3,3,17,22.67335059999823,,22.657020499998907,22.67335059999823,23.670811799998773,23.670817700000043,23.919406299999537,0.21416529999987688,30.152605100000073,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init2_speed1_perturbation/delta2/0001-0150.avi,video/First_frame/Sphere_init2_speed1_perturbation_delta2_0001-0150.jpg,0,0,0,0,0,4,4,16,30.282672599998477,,30.265608499998052,30.282672599998477,31.269374999999854,31.26938220000011,31.531943400001182,0.22117609999986598,37.753906999998435,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init4_speed1/delta2/0001-0150.avi,video/First_frame/Sphere_init4_speed1_delta2_0001-0150.jpg,0,0,0,0,0,5,5,10,37.90252749999854,,37.88111579999895,37.90252749999854,38.88713110000026,38.887137199999415,39.143172299998696,0.21436779999930877,45.36941690000094,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init3_speed1_perturbation/delta2/0001-0150.avi,video/First_frame/Sphere_init3_speed1_perturbation_delta2_0001-0150.jpg,0,0,0,0,0,6,6,19,45.511721099999704,,45.48995699999796,45.511721099999704,46.502414800001134,46.502420699998765,46.75871890000053,0.22424559999853955,52.98725139999806,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init3_speed1/delta2/0001-0150.avi,video/First_frame/Sphere_init3_speed1_delta2_0001-0150.jpg,0,0,0,0,0,7,7,7,53.127402499998425,,53.10871589999806,53.127402499998425,54.12047479999819,54.120480400000815,54.3715028000006,0.21534240000255522,60.60271329999887,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init4_speed1/delta1/0001-0150.avi,video/First_frame/Sphere_init4_speed1_delta1_0001-0150.jpg,0,0,0,0,0,8,8,9,60.74392649999936,,60.721634800000174,60.74392649999936,61.73737479999909,61.737380399998074,61.99106419999953,0.22053279999818187,68.21926309999981,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init1_speed1/delta2/0001-0150.avi,video/First_frame/Sphere_init1_speed1_delta2_0001-0150.jpg,0,0,0,0,0,9,9,1,68.35343609999836,,68.3366919,68.35343609999836,69.33778359999997,69.33778929999971,69.60672150000028,0.2190307999990182,75.8375042000007,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
