videos,first_frame,sessions.thisRepN,sessions.thisTrialN,sessions.thisN,sessions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,focus.started,image.started,focus.stopped,trial.started,movie.started,etRecord.started,trial.stopped,questions.started,key_resp.started,text.started,questions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,date,expName,psychopyVersion,frameRate,expStart,
video/Sphere_init3_speed1_perturbation/delta1/0001-0150.avi,video/First_frame/Sphere_init3_speed1_perturbation_delta1_0001-0150.jpg,0,0,0,0,0,10,10,18,75.96776279999904,,75.95015839999905,75.96776279999904,76.95425769999929,76.95426320000115,77.21205149999878,0.21418260000064038,83.43600199999855,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init1_speed1_perturbation/delta2/0001-0150.avi,video/First_frame/Sphere_init1_speed1_perturbation_delta2_0001-0150.jpg,0,0,0,0,0,11,11,13,83.57456000000093,,83.55889430000025,83.57456000000093,84.57125339999766,84.5712597999991,84.83259579999867,0.22497129999828758,91.05274139999892,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init4_speed1_perturbation/delta2/0001-0150.avi,video/First_frame/Sphere_init4_speed1_perturbation_delta2_0001-0150.jpg,0,0,0,0,0,12,12,22,91.19849659999818,,91.18288799999937,91.19849659999818,92.18598510000083,92.1859908999977,92.44508629999837,0.21804840000186232,98.67034219999914,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init2_speed1/original/0001-0150.avi,video/First_frame/Sphere_init2_speed1_original_0001-0150.jpg,0,0,0,0,0,13,13,5,98.81348109999817,,98.79481579999992,98.81348109999817,99.80346819999977,99.80347500000062,100.05959969999822,0.21416619999945397,106.28530409999803,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init4_speed1_perturbation/original/0001-0150.avi,video/First_frame/Sphere_init4_speed1_perturbation_original_0001-0150.jpg,0,0,0,0,0,14,14,23,106.42028349999964,,106.40342919999966,106.42028349999964,107.40425350000078,107.40425939999841,107.66670199999862,0.2152925000009418,113.88847109999915,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init3_speed1_perturbation/original/0001-0150.avi,video/First_frame/Sphere_init3_speed1_perturbation_original_0001-0150.jpg,0,0,0,0,0,15,15,20,114.03725169999962,,114.01310910000029,114.03725169999962,115.02168969999911,115.02169539999886,115.2845328000003,0.223904999998922,121.519442599998,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init3_speed1/delta1/0001-0150.avi,video/First_frame/Sphere_init3_speed1_delta1_0001-0150.jpg,0,0,0,0,0,16,16,6,121.64715839999917,,121.63155899999765,121.64715839999917,122.63743339999928,122.6374399999986,122.89504189999934,0.215103899998212,129.11942329999874,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init2_speed1_perturbation/delta1/0001-0150.avi,video/First_frame/Sphere_init2_speed1_perturbation_delta1_0001-0150.jpg,0,0,0,0,0,17,17,15,129.25835839999854,,129.24123350000082,129.25835839999854,130.25252429999819,130.25253019999946,130.49978890000057,0.213924899999256,136.74031560000003,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init1_speed1/delta1/0001-0150.avi,video/First_frame/Sphere_init1_speed1_delta1_0001-0150.jpg,0,0,0,0,0,18,18,0,136.8718857999993,,136.84958899999765,136.8718857999993,137.85407439999835,137.85408069999903,138.1124176000012,0.2152702000021236,144.33602410000094,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init2_speed1/delta2/0001-0150.avi,video/First_frame/Sphere_init2_speed1_delta2_0001-0150.jpg,0,0,0,0,0,19,19,4,144.48163139999815,,144.4595902000001,144.48163139999815,145.47090319999916,145.4709092999983,145.72603249999884,0.2187452999969537,151.95355579999887,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init2_speed1/delta1/0001-0150.avi,video/First_frame/Sphere_init2_speed1_delta1_0001-0150.jpg,0,0,0,0,0,20,20,3,152.09692089999953,,152.07265370000096,152.09692089999953,153.08701819999987,153.08702419999827,153.34591680000085,0.22522919999755686,159.5693496999993,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init1_speed1_perturbation/delta1/0001-0150.avi,video/First_frame/Sphere_init1_speed1_perturbation_delta1_0001-0150.jpg,0,0,0,0,0,21,21,12,159.71615939999901,,159.69256010000026,159.71615939999901,160.70428189999802,160.70428750000065,160.9656920999987,0.22514529999898514,167.18708350000088,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init3_speed1/original/0001-0150.avi,video/First_frame/Sphere_init3_speed1_original_0001-0150.jpg,0,0,0,0,0,22,22,8,167.33189689999926,,167.3125645,167.33189689999926,168.32068969999818,168.3206958999981,168.57292299999972,0.21349759999793605,174.8026093999979,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init1_speed1/original/0001-0150.avi,video/First_frame/Sphere_init1_speed1_original_0001-0150.jpg,0,0,0,0,0,23,23,2,174.94682589999866,,174.92098550000082,174.94682589999866,175.93771139999808,175.937717599998,176.1884371999986,0.21959620000052382,182.4192394999991,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
,,0,0,0,0,,,,,,,,,,,,,,182.54275710000002,182.61794089999967,182.61794089999967,185.78781040000104,space,3.1686702000006335,None,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
video/Sphere_init3_speed1_perturbation/original/0001-0150.avi,video/First_frame/Sphere_init3_speed1_perturbation_original_0001-0150.jpg,1,0,1,0,0,0,0,20,185.81835669999782,,185.79048160000093,185.81835669999782,186.80168440000125,186.8016908999998,187.05168019999837,0.21920219999810797,193.28568839999934,,,,,,,,695811,001,2023-11-22_15h15.35.294,PFE,2023.2.3,60.08712633338696,2023-11-22 15h15.39.437804 +0100,
,,,,,,,,,,193.4356074999996,,193.40214289999858,193.4356074999996,,,,,,,,,,,,,,,,,,,,
