trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,videos,thisRow.t,notes,trial.started,movie.started,etRecord.started,mouse.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,0.16055350005626678,,0.056392000056803226,0.16055350005626678,0.09667970007285476,0.09667970007285476,,,,,,,,
