trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,videos,thisRow.t,notes,trial.started,movie.started,etRecord.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.019040699931792915,,0.05925379996187985,,,,,,,,
