videos,first_frame,sessions.thisRepN,sessions.thisTrialN,sessions.thisN,sessions.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,start_exp.started,etRecord.started,etRecord.stopped,start_exp.stopped,focus.started,image.started,focus.stopped,trial.started,movie.started,trial.stopped,questions.started,key_resp.started,text.started,questions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,end_exp.started,etRecord_2.started,etRecord_2.stopped,end_exp.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
video/Sphere_init1_speed1/delta1/0001-0150.avi,video/First_frame/Sphere_init1_speed1_delta1_0001-0150.jpg,0,0,0,0,0,0,0,0,13.863045700010844,,13.718264600029215,3.71999922208488e-05,3.71999922208488e-05,13.719556400028523,13.723134900035802,13.863045700010844,14.72823830001289,14.728254300018307,14.846099300018977,21.06164060003357,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init1_speed1/delta2/0001-0150.avi,video/First_frame/Sphere_init1_speed1_delta2_0001-0150.jpg,0,0,0,0,0,1,1,1,21.195152100000996,,,,,,21.172843900043517,21.195152100000996,22.17861639999319,22.178623600048013,22.461860300041735,28.67879420000827,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init2_speed1_perturbation/delta2/0001-0150.avi,video/First_frame/Sphere_init2_speed1_perturbation_delta2_0001-0150.jpg,0,0,0,0,0,2,2,16,28.828533000021707,,,,,,28.793956300010905,28.828533000021707,29.795245500048622,29.795253300049808,30.061898200016003,36.27850650000619,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init3_speed1/delta2/0001-0150.avi,video/First_frame/Sphere_init3_speed1_delta2_0001-0150.jpg,0,0,0,0,0,3,3,7,36.42820570000913,,,,,,36.40394240000751,36.42820570000913,37.4118579000351,37.41186520003248,37.67848750000121,43.894914000004064,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init2_speed1_perturbation/original/0001-0150.avi,video/First_frame/Sphere_init2_speed1_perturbation_original_0001-0150.jpg,0,0,0,0,0,4,4,17,44.04517590004252,,,,,,44.017919300007634,44.04517590004252,45.02855210000416,45.028560300008394,45.29514260002179,51.5114145000116,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init4_speed1_perturbation/delta2/0001-0150.avi,video/First_frame/Sphere_init4_speed1_perturbation_delta2_0001-0150.jpg,0,0,0,0,0,5,5,22,51.66192250000313,,,,,,51.632150100020226,51.66192250000313,52.64524189999793,52.64524969999911,52.91178680001758,59.12819080002373,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init2_speed1/delta2/0001-0150.avi,video/First_frame/Sphere_init2_speed1_delta2_0001-0150.jpg,0,0,0,0,0,6,6,4,59.278465600044,,,,,,59.24326529999962,59.278465600044,60.245183199993335,60.245190799993,60.51182410004549,66.72838520002551,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init1_speed1_perturbation/original/0001-0150.avi,video/First_frame/Sphere_init1_speed1_perturbation_original_0001-0150.jpg,0,0,0,0,0,7,7,14,66.87839399999939,,,,,,66.85320610000053,66.87839399999939,67.86183400003938,67.8618417000398,68.12845260003814,74.34478610003134,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init3_speed1_perturbation/original/0001-0150.avi,video/First_frame/Sphere_init3_speed1_perturbation_original_0001-0150.jpg,0,0,0,0,0,8,8,20,74.49502220004797,,,,,,74.4672269000439,74.49502220004797,75.47852730000159,75.47853459999897,75.74511770001845,81.96167420002166,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init3_speed1/delta1/0001-0150.avi,video/First_frame/Sphere_init3_speed1_delta1_0001-0150.jpg,0,0,0,0,0,9,9,6,82.11177980003413,,,,,,82.08213860000251,82.11177980003413,83.0948315000278,83.0948390000267,83.36168269999325,89.57842480001273,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init3_speed1/original/0001-0150.avi,video/First_frame/Sphere_init3_speed1_original_0001-0150.jpg,0,0,0,0,0,10,10,8,89.72840080002788,,,,,,89.69618040003115,89.72840080002788,90.69744230003562,90.69745000003604,90.97821890003979,97.19492540002102,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init4_speed1_perturbation/delta1/0001-0150.avi,video/First_frame/Sphere_init4_speed1_perturbation_delta1_0001-0150.jpg,0,0,0,0,0,11,11,21,97.34504710003966,,,,,,97.30815980001353,97.34504710003966,98.31178310001269,98.3117903000093,98.57839620002778,104.79498240002431,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init4_speed1/delta1/0001-0150.avi,video/First_frame/Sphere_init4_speed1_delta1_0001-0150.jpg,0,0,0,0,0,12,12,9,104.94499129999895,,,,,,104.9211867999984,104.94499129999895,105.92818030004855,105.92818740004441,106.19504520000191,112.41195520001929,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init3_speed1_perturbation/delta1/0001-0150.avi,video/First_frame/Sphere_init3_speed1_perturbation_delta1_0001-0150.jpg,0,0,0,0,0,13,13,18,112.56168040004559,,,,,,112.53155670000706,112.56168040004559,113.54510240000673,113.54510980000487,113.81240070000058,120.0283000000054,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init4_speed1/delta2/0001-0150.avi,video/First_frame/Sphere_init4_speed1_delta2_0001-0150.jpg,0,0,0,0,0,14,14,10,120.1783305000281,,,,,,120.14468900003703,120.1783305000281,121.14496370003326,121.14497100003064,121.42836760001956,127.64496480004163,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init1_speed1/original/0001-0150.avi,video/First_frame/Sphere_init1_speed1_original_0001-0150.jpg,0,0,0,0,0,15,15,2,127.79499389999546,,,,,,127.75956810003845,127.79499389999546,128.76173270004801,128.76174030004768,129.02834880002774,135.26164850004716,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init4_speed1/original/0001-0150.avi,video/First_frame/Sphere_init4_speed1_original_0001-0150.jpg,0,0,0,0,0,16,16,11,135.39488940004958,,,,,,135.37355610000668,135.39488940004958,136.37836520001292,136.3783730000141,136.6450016000308,142.8613680000417,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init2_speed1/original/0001-0150.avi,video/First_frame/Sphere_init2_speed1_original_0001-0150.jpg,0,0,0,0,0,17,17,5,143.01161869999487,,,,,,142.98390590003692,143.01161869999487,143.99492240004474,143.99492980004288,144.26164650003193,150.4782784000272,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init1_speed1_perturbation/delta2/0001-0150.avi,video/First_frame/Sphere_init1_speed1_perturbation_delta2_0001-0150.jpg,0,0,0,0,0,18,18,13,150.6282799000037,,,,,,150.59645300003467,150.6282799000037,151.61165219999384,151.6116600999958,151.87825800001156,158.09487380000064,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init2_speed1/delta1/0001-0150.avi,video/First_frame/Sphere_init2_speed1_delta1_0001-0150.jpg,0,0,0,0,0,19,19,3,158.24487600004068,,,,,,158.20940260001225,158.24487600004068,159.21165100001963,159.21165850001853,159.47826380003244,165.69507410004735,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init1_speed1_perturbation/delta1/0001-0150.avi,video/First_frame/Sphere_init1_speed1_perturbation_delta1_0001-0150.jpg,0,0,0,0,0,20,20,12,165.84481280000182,,,,,,165.81942750001326,165.84481280000182,166.82827390002785,166.82828210003208,167.09493220003787,173.31158259999938,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init2_speed1_perturbation/delta1/0001-0150.avi,video/First_frame/Sphere_init2_speed1_perturbation_delta1_0001-0150.jpg,0,0,0,0,0,21,21,15,173.46154400001979,,,,,,173.43440220004413,173.46154400001979,174.4449578000349,174.44496470002923,174.711583300028,180.92851270001847,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init4_speed1_perturbation/original/0001-0150.avi,video/First_frame/Sphere_init4_speed1_perturbation_original_0001-0150.jpg,0,0,0,0,0,22,22,23,181.0782157999929,,,,,,181.04745670000557,181.0782157999929,182.06159690005006,182.06160489999456,182.3282223000424,188.54487110004993,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init3_speed1_perturbation/delta2/0001-0150.avi,video/First_frame/Sphere_init3_speed1_perturbation_delta2_0001-0150.jpg,0,0,0,0,0,23,23,19,188.694635700027,,,,,,188.66351370001212,188.694635700027,189.67819070001133,189.67819770000642,189.94490790000418,196.1614085000474,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
,,0,0,0,0,,,,,,,,,,,,,,,,,196.2743543999968,196.31097260001116,196.31097260001116,198.7452508000424,space,2.4232320000301115,None,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init3_speed1/delta1/0001-0150.avi,video/First_frame/Sphere_init3_speed1_delta1_0001-0150.jpg,1,0,1,0,0,0,0,6,198.7781590000377,,,,,,198.74785400001565,198.7781590000377,199.76155300001847,199.76156130002346,200.04490940005053,206.26148960000137,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init1_speed1_perturbation/delta2/0001-0150.avi,video/First_frame/Sphere_init1_speed1_perturbation_delta2_0001-0150.jpg,1,0,1,0,0,1,1,13,206.4109244000283,,,,,,206.3825424000388,206.4109244000283,207.39490930002648,207.3949165000231,207.6612574000028,213.87833520001732,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init1_speed1/delta1/0001-0150.avi,video/First_frame/Sphere_init1_speed1_delta1_0001-0150.jpg,1,0,1,0,0,2,2,0,214.0280762000475,,,,,,213.99446600000374,214.0280762000475,214.9948762000422,214.99488380004186,215.26152620004723,221.49457100004656,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init1_speed1_perturbation/original/0001-0150.avi,video/First_frame/Sphere_init1_speed1_perturbation_original_0001-0150.jpg,1,0,1,0,0,3,3,14,221.62801450002007,,,,,,221.60746470000595,221.62801450002007,222.611516200006,222.61152380000567,222.8780781000387,229.09480700001586,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init2_speed1_perturbation/delta2/0001-0150.avi,video/First_frame/Sphere_init2_speed1_perturbation_delta2_0001-0150.jpg,1,0,1,0,0,4,4,16,229.2447587000206,,,,,,229.22148780000862,229.2447587000206,230.22818380000535,230.2281922000111,230.49447120004334,236.71120360004716,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init2_speed1/original/0001-0150.avi,video/First_frame/Sphere_init2_speed1_original_0001-0150.jpg,1,0,1,0,0,5,5,5,236.86145730002318,,,,,,236.83358239999507,236.86145730002318,237.84480580000672,237.84481380000943,238.11145090003265,244.32812080002623,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init4_speed1/delta2/0001-0150.avi,video/First_frame/Sphere_init4_speed1_delta2_0001-0150.jpg,1,0,1,0,0,6,6,10,244.4778225000482,,,,,,244.45004740002332,244.4778225000482,245.46150510001462,245.46151300001657,245.72812710003927,251.9449842000031,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init3_speed1_perturbation/original/0001-0150.avi,video/First_frame/Sphere_init3_speed1_perturbation_original_0001-0150.jpg,1,0,1,0,0,7,7,20,252.0947627000278,,,,,,252.06113570003072,252.0947627000278,253.06150310003432,253.0615109000355,253.3279024999938,259.56151150004007,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init4_speed1/delta1/0001-0150.avi,video/First_frame/Sphere_init4_speed1_delta1_0001-0150.jpg,1,0,1,0,0,8,8,9,259.7114311000332,,,,,,259.6743904000032,259.7114311000332,260.67813090002164,260.678138200019,260.94459030003054,267.1616708000074,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init4_speed1_perturbation/original/0001-0150.avi,video/First_frame/Sphere_init4_speed1_perturbation_original_0001-0150.jpg,1,0,1,0,0,9,9,23,267.327791800024,,,,,,267.28546610003104,267.327791800024,268.29474580002716,268.2947535000276,268.5608715999988,274.7783489000285,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init4_speed1_perturbation/delta2/0001-0150.avi,video/First_frame/Sphere_init4_speed1_perturbation_delta2_0001-0150.jpg,1,0,1,0,0,10,10,22,274.9441562000429,,,,,,274.8995650000288,274.9441562000429,275.911434300011,275.9114421000122,276.1779781000223,282.39467240002705,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init4_speed1_perturbation/delta1/0001-0150.avi,video/First_frame/Sphere_init4_speed1_perturbation_delta1_0001-0150.jpg,1,0,1,0,0,11,11,21,282.54420220002066,,,,,,282.51250050001545,282.54420220002066,283.5281430000323,283.5281582000316,283.7947351000039,290.0112813000451,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init1_speed1/original/0001-0150.avi,video/First_frame/Sphere_init1_speed1_original_0001-0150.jpg,1,0,1,0,0,12,12,2,290.1613634999958,,,,,,290.1275435000425,290.1613634999958,291.12756260001333,291.1275699000107,291.41134240000974,297.62801660003606,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init3_speed1_perturbation/delta2/0001-0150.avi,video/First_frame/Sphere_init3_speed1_perturbation_delta2_0001-0150.jpg,1,0,1,0,0,13,13,19,297.77801300003193,,,,,,297.74445040000137,297.77801300003193,298.74470630002907,298.74471360002644,299.0112166000181,305.22775950003415,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init1_speed1_perturbation/delta1/0001-0150.avi,video/First_frame/Sphere_init1_speed1_perturbation_delta1_0001-0150.jpg,1,0,1,0,0,14,14,12,305.3779974000063,,,,,,305.3555272000376,305.3779974000063,306.36144340003375,306.36145190004027,306.6280501000001,312.84467380004935,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init1_speed1/delta2/0001-0150.avi,video/First_frame/Sphere_init1_speed1_delta2_0001-0150.jpg,1,0,1,0,0,15,15,1,312.9945580000058,,,,,,312.9664774000412,312.9945580000058,313.9780644000275,313.978072500031,314.24459529999876,320.46107240003766,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init4_speed1/original/0001-0150.avi,video/First_frame/Sphere_init4_speed1_original_0001-0150.jpg,1,0,1,0,0,16,16,11,320.6113464999944,,,,,,320.58156050002435,320.6113464999944,321.59472789999563,321.5947354999953,321.8613563000108,328.07794330001343,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init3_speed1/original/0001-0150.avi,video/First_frame/Sphere_init3_speed1_original_0001-0150.jpg,1,0,1,0,0,17,17,8,328.2279355000355,,,,,,328.1945293000317,328.2279355000355,329.19470490003005,329.194712800032,329.4780287000467,335.6946947000106,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init2_speed1_perturbation/original/0001-0150.avi,video/First_frame/Sphere_init2_speed1_perturbation_original_0001-0150.jpg,1,0,1,0,0,18,18,17,335.8446600000025,,,,,,335.8086551000015,335.8446600000025,336.81133719999343,336.81134440004826,337.07787680003094,343.2945159000228,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init3_speed1/delta2/0001-0150.avi,video/First_frame/Sphere_init3_speed1_delta2_0001-0150.jpg,1,0,1,0,0,19,19,7,343.44462750002276,,,,,,343.4211923000403,343.44462750002276,344.4280277999933,344.42803569999523,344.6946126000257,350.9113399000489,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init2_speed1_perturbation/delta1/0001-0150.avi,video/First_frame/Sphere_init2_speed1_perturbation_delta1_0001-0150.jpg,1,0,1,0,0,20,20,15,351.0612879000255,,,,,,351.0332189000328,351.0612879000255,352.0446611000225,352.0446683000191,352.31107660004636,358.52789860003395,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init2_speed1/delta2/0001-0150.avi,video/First_frame/Sphere_init2_speed1_delta2_0001-0150.jpg,1,0,1,0,0,21,21,4,358.6779259000323,,,,,,358.6462049999973,358.6779259000323,359.6613011000445,359.66130820004037,359.9279541000142,366.1447962000384,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init2_speed1/delta1/0001-0150.avi,video/First_frame/Sphere_init2_speed1_delta1_0001-0150.jpg,1,0,1,0,0,22,22,3,366.29459890001453,,,,,,366.2593693000381,366.29459890001453,367.2610253000166,367.2610329000163,367.5278504000162,373.7612591999932,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init3_speed1_perturbation/delta1/0001-0150.avi,video/First_frame/Sphere_init3_speed1_perturbation_delta1_0001-0150.jpg,1,0,1,0,0,23,23,18,373.9112755000242,,,,,,373.8734968000208,373.9112755000242,374.8779922000249,374.87799980002455,375.14451970002847,381.36118720000377,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
,,1,0,1,0,,,,,,,,,,,,,,,,,381.48728560004383,381.49453140003607,381.49453140003607,387.57853130000876,space,6.071661999973003,None,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init3_speed1/delta2/0001-0150.avi,video/First_frame/Sphere_init3_speed1_delta2_0001-0150.jpg,2,0,2,0,0,0,0,7,387.6116846000077,,,,,,387.5811156000127,387.6116846000077,388.59455189999426,388.5945606000023,388.860691400012,395.0778968000086,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init3_speed1/delta1/0001-0150.avi,video/First_frame/Sphere_init3_speed1_delta1_0001-0150.jpg,2,0,2,0,0,1,1,6,395.24452260002727,,,,,,395.20639180002036,395.24452260002727,396.2112752000103,396.21128330001375,396.494076700008,402.710921000049,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init3_speed1_perturbation/delta1/0001-0150.avi,video/First_frame/Sphere_init3_speed1_perturbation_delta1_0001-0150.jpg,2,0,2,0,0,2,2,18,402.86122920003254,,,,,,402.8284751000465,402.86122920003254,403.8446296000038,403.84463700000197,404.1112550999969,410.3278774000355,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init1_speed1/delta1/0001-0150.avi,video/First_frame/Sphere_init1_speed1_delta1_0001-0150.jpg,2,0,2,0,0,3,3,0,410.4778365000384,,,,,,410.44148249999853,410.4778365000384,411.4446199000231,411.44462730002124,411.71090240002377,417.92835880001076,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init2_speed1/original/0001-0150.avi,video/First_frame/Sphere_init2_speed1_original_0001-0150.jpg,2,0,2,0,0,4,4,5,418.0778518000152,,,,,,418.0500236999942,418.0778518000152,419.0612796000205,419.0612874000217,419.3279452000279,425.5445330000366,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
video/Sphere_init4_speed1/delta1/0001-0150.avi,video/First_frame/Sphere_init4_speed1_delta1_0001-0150.jpg,2,0,2,0,0,5,5,9,425.6945544000482,,,,,,425.663156500028,425.6945544000482,426.677805000043,426.6778128000442,426.9445602000342,433.1611810000031,,,,,,,,,,,,188563,001,2024-01-29_18h07.46.466,PFE,2023.2.3,59.888774564561864,2024-01-29 18h08.07.578984 +0100,
