videos,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,movie.started,etRecord.started,etRecord.stopped,trial.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
Video/spot-swept.avi,0,0,0,7,0.1560725998133421,,0.05156389996409416,0.1560725998133421,0.08573559997603297,1.142646700143814,1.3595113998744637,226613,001,2023-10-25_16h42.09.692,PFE,2023.2.3,59.8555804706558,2023-10-25 16h42.14.312850 +0200,
Video/ball-swept_volume.avi,0,1,1,3,1.7649773999582976,,1.4814912998117507,1.7649773999582976,0.23863269994035363,1.2797938000876456,2.9948395998217165,226613,001,2023-10-25_16h42.09.692,PFE,2023.2.3,59.8555804706558,2023-10-25 16h42.14.312850 +0200,
Video/ball-elongated-2.avi,0,2,2,1,3.3852474000304937,,3.114564999938011,3.3852474000304937,0.2224924999754876,1.2642345998901874,4.614401799859479,226613,001,2023-10-25_16h42.09.692,PFE,2023.2.3,59.8555804706558,2023-10-25 16h42.14.312850 +0200,
Video/ball-original.avi,0,3,3,2,5.023538699839264,,4.732266699895263,5.023538699839264,0.23600369994528592,1.2796805000398308,6.244508399860933,226613,001,2023-10-25_16h42.09.692,PFE,2023.2.3,59.8555804706558,2023-10-25 16h42.14.312850 +0200,
Video/spot-elongated-1.avi,0,4,4,4,6.638584099942818,,6.361871499801055,6.638584099942818,0.2289674999192357,1.2673466999549419,7.861617899965495,226613,001,2023-10-25_16h42.09.692,PFE,2023.2.3,59.8555804706558,2023-10-25 16h42.14.312850 +0200,
Video/spot-elongated-2.avi,0,5,5,5,8.254980399971828,,7.9845922999084,8.254980399971828,0.22283470002003014,1.2615656000562012,9.478847599821165,226613,001,2023-10-25_16h42.09.692,PFE,2023.2.3,59.8555804706558,2023-10-25 16h42.14.312850 +0200,
Video/spot-original.avi,0,6,6,6,9.892921699909493,,9.602352899964899,9.892921699909493,0.24218210019171238,1.2770475000143051,11.127901799976826,226613,001,2023-10-25_16h42.09.692,PFE,2023.2.3,59.8555804706558,2023-10-25 16h42.14.312850 +0200,
Video/ball-elongated-1.avi,0,7,7,0,11.510133099975064,,11.238928199978545,11.510133099975064,0.22230969998054206,1.2563815999310464,12.735299699939787,226613,001,2023-10-25_16h42.09.692,PFE,2023.2.3,59.8555804706558,2023-10-25 16h42.14.312850 +0200,
Video/spot-elongated-1.avi,1,0,8,4,13.132935999892652,,12.855439899954945,13.132935999892652,0.22982209990732372,1.2722230998333544,14.360793099971488,226613,001,2023-10-25_16h42.09.692,PFE,2023.2.3,59.8555804706558,2023-10-25 16h42.14.312850 +0200,
Video/spot-swept.avi,1,1,9,7,14.751040099887177,,14.48058469989337,14.751040099887177,0.22218629997223616,1.2643727997783571,15.971715799998492,226613,001,2023-10-25_16h42.09.692,PFE,2023.2.3,59.8555804706558,2023-10-25 16h42.14.312850 +0200,
Video/spot-original.avi,1,2,10,6,16.37812689994462,,16.096572099952027,16.37812689994462,0.22711029998026788,1.2647216999903321,17.595675899880007,226613,001,2023-10-25_16h42.09.692,PFE,2023.2.3,59.8555804706558,2023-10-25 16h42.14.312850 +0200,
Video/ball-elongated-1.avi,1,3,11,0,18.0063300000038,,17.71876349998638,18.0063300000038,0.2393902000039816,1.2759510998148471,19.227851999923587,226613,001,2023-10-25_16h42.09.692,PFE,2023.2.3,59.8555804706558,2023-10-25 16h42.14.312850 +0200,
Video/spot-elongated-2.avi,1,4,12,5,19.620237099938095,,19.352081599878147,19.620237099938095,0.22078149998560548,1.2600679001770914,20.845098600024357,226613,001,2023-10-25_16h42.09.692,PFE,2023.2.3,59.8555804706558,2023-10-25 16h42.14.312850 +0200,
Video/ball-original.avi,1,5,13,2,21.234340999973938,,20.967577499803156,21.234340999973938,0.21886889985762537,1.2607737998478115,22.46142419986427,226613,001,2023-10-25_16h42.09.692,PFE,2023.2.3,59.8555804706558,2023-10-25 16h42.14.312850 +0200,
Video/ball-elongated-2.avi,1,6,14,1,22.865504699992016,,22.581442799884826,22.865504699992016,0.22926860000006855,1.2803538001608104,24.07857669983059,226613,001,2023-10-25_16h42.09.692,PFE,2023.2.3,59.8555804706558,2023-10-25 16h42.14.312850 +0200,
Video/ball-swept_volume.avi,1,7,15,3,24.473045399878174,,24.20441749994643,24.473045399878174,0.22190980007871985,1.2569530000910163,25.694699099985883,226613,001,2023-10-25_16h42.09.692,PFE,2023.2.3,59.8555804706558,2023-10-25 16h42.14.312850 +0200,
