trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,videos,thisRow.t,notes,trial.started,movie.started,etRecord.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,0.016211200039833784,,0.08134350006002933,,,,,,,,
