trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,videos,first_frame,thisRow.t,notes,focus.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,0.015175400068983436,,,,,,,,
