# timestamps [seconds],pts
17457.625673,0
17457.660196,2262
17457.684300,3842
17457.705508,5231
17457.737436,7324
17457.769436,9421
17457.805103,11758
17457.837304,13869
17457.869310,15966
17457.905493,18338
17457.937418,20430
17457.973203,22775
17458.005593,24898
17458.037086,26961
17458.073257,29332
17458.105553,31448
17458.137275,33527
17458.173377,35893
17458.205418,37993
17458.241458,40355
17458.273370,42446
17458.305609,44559
17458.341581,46917
17458.373399,49002
17458.405424,51100
17458.441356,53455
17458.473253,55546
17458.509281,57907
17458.541174,59997
17458.573223,62097
17458.609525,64476
17458.641579,66577
17458.677443,68927
17458.709493,71028
17458.741273,73110
17458.777394,75478
17458.809564,77586
17458.841475,79677
17458.877355,82028
17458.909439,84131
17458.945191,86474
17458.977208,88572
17459.009265,90673
17459.045324,93036
17459.077374,95137
17459.109350,97232
17459.145265,99586
17459.177259,101683
17459.213437,104054
17459.245238,106138
17459.277237,108235
17459.313295,110598
17459.345311,112696
17459.377372,114797
17459.413152,117142
17459.445095,119235
17459.481261,121605
17459.513461,123716
17459.545290,125802
17459.581230,128157
17459.613258,130256
17459.645254,132353
17459.681486,134727
17459.713586,136831
17459.749347,139174
17459.781334,141271
17459.813147,143356
17459.849269,145723
17459.881309,147823
17459.913259,149916
17459.949079,152264
17459.981272,154374
17460.017297,156735
17460.049174,158824
17460.081308,160930
17460.117318,163289
17460.149311,165386
17460.181520,167497
17460.217294,169841
17460.249151,171929
17460.285620,174319
17460.317341,176398
17460.349174,178484
17460.385233,180847
17460.417288,182948
17460.453285,185307
17460.485287,187404
17460.517289,189502
17460.553440,191871
17460.585519,193973
17460.617550,196072
17460.653404,198422
17460.685438,200521
17460.721279,202870
17460.753498,204982
17460.785221,207060
17460.821000,209405
17460.853264,211520
17460.885273,213617
17460.921344,215981
17460.953215,218070
17460.989261,220432
17461.021373,222537
17461.053481,224641
17461.089544,227004
17461.121318,229087
17461.153327,231184
17461.189317,233543
17461.221423,235647
17461.257140,237988
17461.289303,240095
17461.321133,242181
17461.357175,244543
17461.389229,246644
17461.421313,248747
17461.457506,251119
17461.489989,253247
17461.525353,255565
17461.557198,257652
17461.589104,259743
17461.625542,262131
17461.657294,264212
17461.689522,266324
17461.725275,268667
17461.757179,270758
17461.793274,273123
17461.825292,275222
17461.857195,277312
17461.893543,279694
17461.925384,281781
17461.961359,284139
17461.993425,286240
17462.025475,288341
17462.061398,290695
17462.093427,292794
17462.125281,294881
17462.161406,297249
17462.193463,299350
17462.229197,301691
17462.261283,303794
17462.293222,305887
17462.329306,308252
17462.361313,310350
17462.393506,312459
17462.429206,314799
17462.461440,316911
17462.497610,319282
17462.529452,321369
17462.561379,323461
17462.597123,325803
17462.629181,327904
17462.661290,330009
17462.697322,332370
17462.729103,334453
17462.765230,336820
17462.797307,338923
17462.829457,341029
17462.865094,343365
17462.897440,345485
17462.929249,347569
17462.965390,349938
17462.997464,352040
17463.033411,354396
17463.065200,356479
17463.097237,358578
17463.133149,360932
17463.165238,363035
17463.196997,365116
17463.233349,367499
17463.265275,369591
17463.301550,371968
17463.333244,374045
17463.365431,376155
17463.401571,378523
17463.433533,380618
17463.469349,382965
17463.501277,385057
17463.533219,387151
17463.569466,389526
17463.601253,391609
17463.633321,393711
17463.669302,396069
17463.701348,398169
17463.737199,400518
17463.769163,402613
17463.801347,404722
17463.837397,407085
17463.869445,409185
