# timestamps [seconds],pts
17442.380337,0
17442.417620,2443
17442.439750,3893
17442.459338,5177
17442.489272,7139
17442.525297,9499
17442.557331,11599
17442.589169,13685
17442.625173,16045
17442.657262,18148
17442.689395,20254
17442.725388,22612
17442.757592,24723
17442.793532,27078
17442.825535,29176
17442.857384,31263
17442.893270,33615
17442.925248,35710
17442.957338,37813
17442.993518,40184
17443.025396,42273
17443.061221,44621
17443.093354,46727
17443.125304,48821
17443.161286,51179
17443.193266,53275
17443.225364,55378
17443.261449,57743
17443.293488,59843
17443.329080,62175
17443.361285,64286
17443.393484,66396
17443.429446,68753
17443.461368,70845
17443.493253,72934
17443.529155,75287
17443.561151,77384
17443.597227,79748
17443.629097,81837
17443.661312,83948
17443.697537,86322
17443.729404,88411
17443.761422,90509
17443.797132,92849
17443.829159,94948
17443.865353,97320
17443.897537,99429
17443.929395,101517
17443.965227,103865
17443.997034,105950
17444.029029,108047
17444.065198,110417
17444.097530,112536
17444.133404,114887
17444.165494,116990
17444.197389,119080
17444.233430,121442
17444.265089,123517
17444.301516,125904
17444.333447,127997
17444.365348,130087
17444.401400,132450
17444.433266,134538
17444.465191,136630
17444.501135,138986
17444.533110,141081
17444.569345,143456
17444.601374,145555
17444.633610,147668
17444.669406,150014
17444.701253,152101
17444.733272,154199
17444.769367,156565
17444.801428,158666
17444.837150,161007
17444.869376,163119
17444.901310,165211
17444.937123,167558
17444.969137,169657
17445.001300,171764
17445.037184,174116
17445.069489,176233
17445.105475,178591
17445.137058,180661
17445.169298,182774
17445.205399,185140
17445.237386,187236
17445.269614,189348
17445.305447,191697
17445.337209,193778
17445.373187,196136
17445.405129,198229
17445.437180,200330
17445.473220,202692
17445.505432,204803
17445.537406,206898
17445.573125,209239
17445.605480,211359
17445.641540,213722
17445.673512,215818
17445.705532,217916
17445.741303,220260
17445.773160,222348
17445.809582,224735
17445.841256,226811
17445.873272,228909
17445.909226,231265
17445.941313,233368
17445.973268,235462
17446.009360,237828
17446.041417,239928
17446.077418,242288
17446.109357,244381
17446.141297,246474
17446.177365,248838
17446.209254,250928
17446.241430,253036
17446.277485,255399
17446.309384,257490
17446.345246,259840
17446.377197,261934
17446.409327,264039
17446.445171,266388
17446.477441,268503
17446.509378,270596
17446.545393,272956
17446.577363,275052
17446.613112,277394
17446.645091,279490
17446.677305,281601
17446.713383,283966
17446.745392,286063
17446.777349,288158
17446.813135,290503
17446.845021,292593
17446.881297,294970
17446.913404,297074
17446.945267,299162
17446.981378,301529
17447.013412,303628
17447.045395,305724
17447.081483,308089
17447.113331,310176
17447.149432,312542
17447.181380,314636
17447.213300,316728
17447.249251,319084
17447.281182,321176
17447.313253,323278
17447.349227,325636
17447.381116,327726
17447.417361,330101
17447.449384,332199
17447.481538,334307
17447.517164,336641
17447.549254,338744
17447.585492,341119
17447.617539,343220
17447.649355,345305
17447.685412,347668
17447.717236,349753
17447.749077,351840
17447.785262,354211
17447.817300,356311
17447.853483,358682
17447.885457,360778
17447.917202,362858
17447.953229,365219
17447.985409,367328
17448.017276,369416
17448.053534,371792
17448.085494,373887
17448.121245,376230
17448.153221,378325
17448.185300,380428
17448.221041,382770
17448.253156,384875
17448.285296,386981
17448.321347,389344
17448.353376,391443
17448.389069,393782
17448.421042,395877
17448.453327,397993
17448.489559,400367
17448.521456,402458
17448.553391,404551
17448.589176,406896
17448.621179,408993
17448.657231,411356
