# timestamps [seconds],pts
17480.474206,0
17480.499689,1670
17480.525248,3345
17480.557400,5452
17480.589470,7553
17480.626208,9961
17480.657142,11988
17480.693499,14371
17480.725368,16459
17480.757440,18561
17480.793261,20909
17480.825401,23015
17480.857187,25098
17480.893261,27462
17480.925195,29555
17480.961145,31911
17480.993339,34021
17481.025370,36120
17481.061499,38488
17481.093397,40578
17481.125358,42673
17481.161364,45032
17481.193514,47139
17481.229029,49467
17481.261388,51587
17481.293345,53682
17481.329351,56041
17481.361192,58128
17481.397092,60481
17481.429057,62576
17481.461410,64696
17481.497345,67051
17481.529422,69153
17481.561292,71242
17481.597376,73606
17481.629370,75703
17481.665036,78041
17481.697470,80166
17481.729219,82247
17481.765451,84621
17481.797392,86714
17481.829162,88797
17481.865048,91148
17481.897252,93259
17481.933197,95614
17481.965339,97721
17481.997081,99801
17482.033485,102187
17482.065322,104273
17482.097568,106387
17482.133378,108733
17482.165288,110825
17482.201397,113191
17482.233535,115297
17482.265384,117384
17482.301325,119740
17482.333158,121826
17482.365152,123923
17482.401215,126286
17482.433398,128395
17482.469392,130754
17482.501445,132855
17482.533337,134945
17482.569195,137295
17482.601396,139405
17482.633489,141508
17482.669436,143864
17482.701394,145958
17482.737286,148310
17482.769183,150401
17482.801277,152504
17482.837171,154856
17482.869201,156955
17482.905334,159323
17482.937127,161407
17482.969173,163507
17483.005624,165896
17483.037074,167957
17483.069413,170076
17483.105489,172441
17483.137396,174532
17483.173285,176884
17483.205295,178981
17483.237169,181070
17483.273288,183437
17483.305295,185535
17483.337270,187630
17483.373157,189982
17483.405174,192080
17483.441232,194444
17483.473359,196549
17483.505615,198663
17483.541419,201009
17483.573302,203099
17483.605537,205211
17483.641490,207567
17483.673357,209656
17483.709239,212007
17483.741153,214099
17483.773014,216187
17483.809321,218566
17483.841508,220676
17483.873436,222768
17483.909392,225124
17483.941319,227217
17483.977290,229574
17484.009364,231676
17484.041603,233789
17484.077477,236140
17484.109362,238229
17484.141302,240323
17484.177190,242675
17484.209297,244779
17484.244997,247118
17484.277329,249237
17484.309370,251337
17484.345476,253703
17484.377238,255785
17484.413379,258153
17484.445403,260252
17484.477449,262352
17484.513437,264711
17484.545252,266795
17484.577282,268895
17484.613453,271265
17484.645098,273339
17484.681284,275710
17484.713210,277803
17484.745282,279904
17484.781208,282259
17484.813209,284356
17484.845211,286453
17484.881543,288834
17484.913627,290937
17484.949289,293274
17484.981293,295371
17485.013133,297458
17485.049334,299831
17485.081456,301936
17485.113272,304021
17485.149105,306369
17485.181129,308468
17485.217169,310830
17485.249207,312929
17485.281334,315035
17485.317171,317383
17485.349318,319490
17485.381248,321582
17485.417400,323952
17485.449245,326039
17485.485471,328413
17485.517337,330501
17485.549316,332597
17485.585314,334956
17485.617243,337048
17485.649161,339140
17485.685333,341511
17485.717259,343603
17485.753352,345968
17485.785446,348072
17485.817437,350168
17485.853376,352523
17485.885314,354616
17485.917336,356715
17485.953596,359091
17485.985456,361179
17486.021277,363527
17486.053376,365630
17486.085349,367726
17486.121156,370072
17486.153192,372172
17486.189263,374536
17486.221253,376632
17486.253521,378747
17486.289309,381092
17486.321357,383193
17486.353187,385279
17486.389372,387650
17486.421366,389747
17486.457239,392098
17486.489336,394201
17486.521290,396295
17486.557200,398649
17486.589156,400743
17486.621198,402843
17486.657365,405213
17486.689450,407316
17486.725324,409667
