# timestamps [seconds],pts
8549.689453,0
8549.715779,1725
8549.738125,3189
8549.773710,5521
8549.805678,7616
8549.837505,9702
8549.873538,12064
8549.905484,14157
8549.937556,16259
8549.973599,18621
8550.005569,20716
8550.041403,23065
8550.073583,25173
8550.105582,27271
8550.141587,29630
8550.173578,31727
8550.205502,33819
8550.241555,36182
8550.273692,38288
8550.309553,40638
8550.341668,42742
8550.373669,44840
8550.409433,47183
8550.441460,49282
8550.473634,51391
8550.509617,53749
8550.541698,55851
8550.577490,58197
