gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
17495.692171000002,0,0.9986725747585297,0.3845145752245214,0.596493060305939,17495.692123-0 17495.692219-1,-72.66779326636178,-55.186729458959206,400.3669429321442,21.550976615076564,16.666636180134905,-11.280300277928465,-0.21834097116754608,-0.14904404373105615,0.9644237104809834,-42.37096958126274,20.494793944449,-3.2807266218560045,-0.07512934226614024,-0.2024154464534822,0.9764136259637586
17495.696214000003,0,0.9986725747585297,0.3849069753127846,0.5965224707940393,17495.700209000002-0 17495.692219-1,-72.83904850182033,-55.52577127562024,402.78913707885204,21.550976615076564,16.666636180134905,-11.280300277928465,-0.2174787234787966,-0.14861792624510592,0.9646842575851633,-42.37096958126274,20.494793944449,-3.2807266218560045,-0.07512934226614024,-0.2024154464534822,0.9764136259637586
17495.700231000003,0,1.0,0.38478901481285954,0.5969720668604133,17495.700209000002-0 17495.700253-1,-73.18972348706063,-55.9019455347983,404.25856266275275,21.550976615076564,16.666636180134905,-11.280300277928465,-0.2174787234787966,-0.14861792624510592,0.9646842575851633,-42.37096958126274,20.494793944449,-3.2807266218560045,-0.07572386996502295,-0.20290894418451244,0.9762652589780334
17495.7042795,1,1.0,0.38553251639745173,0.5970536930904924,17495.708306-0 17495.700253-1,-73.52650595673516,-56.57320385085054,408.96845831872395,21.550976615076564,16.666636180134905,-11.280300277928465,-0.21584415168667673,-0.14785437506161533,0.9651685790357031,-42.37096958126274,20.494793944449,-3.2807266218560045,-0.07572386996502295,-0.20290894418451244,0.9762652589780334
17495.708267,1,0.9753778874874115,0.3855271598447982,0.598190479525979,17495.708306-0 17495.708228-1,-73.3516017431573,-56.86653987133402,407.91956591680787,21.550976615076564,16.666636180134905,-11.280300277928465,-0.21584415168667673,-0.14785437506161533,0.9651685790357031,-42.37096958126274,20.494793944449,-3.2807266218560045,-0.07557120884676789,-0.20508686861354955,0.9758218939518251
17495.712254500002,1,1.0,0.3853092180102807,0.5991035746969973,17495.708306-0 17495.716203-1,-73.99773855571436,-57.601294383090064,410.6220714357843,21.550976615076564,16.666636180134905,-11.280300277928465,-0.21584415168667673,-0.14785437506161533,0.9651685790357031,-42.37096958126274,20.494793944449,-3.2807266218560045,-0.07665452246928185,-0.20615952256463574,0.9755113199963023
17495.71618,1,1.0,0.3849074332111484,0.5984263514831782,17495.716157-0 17495.716203-1,-73.77762541029347,-56.962886666048675,407.8883716025458,21.550976615076564,16.666636180134905,-11.280300277928465,-0.21670418349862092,-0.1471865558401688,0.9650779318967484,-42.37096958126274,20.494793944449,-3.2807266218560045,-0.07665452246928185,-0.20615952256463574,0.9755113199963023
17495.720202,1,1.0,0.38479980453370966,0.6005246108010838,17495.724201-0 17495.716203-1,-73.83973403634675,-57.74986460264842,407.71568328724675,21.550976615076564,16.666636180134905,-11.280300277928465,-0.2170192181523125,-0.15089584358010394,0.9644340844986805,-42.37096958126274,20.494793944449,-3.2807266218560045,-0.07665452246928185,-0.20615952256463574,0.9755113199963023
17495.724222,1,0.997471809387207,0.38465337059571725,0.6018056962301497,17495.724201-0 17495.724243-1,-74.15890111889124,-58.4089917073548,408.85162663600744,21.550976615076564,16.666636180134905,-11.280300277928465,-0.2170192181523125,-0.15089584358010394,0.9644340844986805,-42.37096958126274,20.494793944449,-3.2807266218560045,-0.07727466107388319,-0.2081693811332487,0.9750354534654198
17495.728204500003,2,0.9914581477642059,0.3847837210236536,0.6018369324135434,17495.732166-0 17495.724243-1,-74.22093015105159,-58.539163918382805,409.69278304241277,21.550976615076564,16.666636180134905,-11.280300277928465,-0.21673330526962276,-0.1507912792021953,0.9645147300603918,-42.37096958126274,20.494793944449,-3.2807266218560045,-0.07727466107388319,-0.2081693811332487,0.9750354534654198
