# timestamps [seconds],pts
8548.052212,0
8548.090112,2483
8548.114642,4091
8548.134955,5422
8548.161371,7153
8548.197558,9525
8548.229486,11617
8548.265531,13979
8548.297527,16076
8548.330555,18241
8548.365506,20531
8548.397636,22637
8548.429633,24734
8548.465599,27091
8548.497547,29185
8548.533693,31553
8548.565691,33650
8548.597626,35743
8548.633474,38093
8548.665541,40194
8548.697563,42293
8548.733612,44655
8548.765689,46757
8548.801417,49099
8548.833444,51198
8548.865673,53310
8548.901563,55662
8548.933675,57766
8548.969472,60112
