# timestamps [seconds],pts
17526.125039,0
17526.162800,2474
17526.185539,3964
17526.204196,5187
17526.233293,7094
17526.265172,9183
17526.301237,11547
17526.333156,13638
17526.365350,15748
17526.401208,18098
17526.433298,20201
17526.465874,22336
17526.501503,24671
17526.533359,26759
17526.569130,29103
17526.601333,31213
17526.633275,33307
17526.669465,35678
17526.701424,37773
17526.733157,39853
17526.769147,42211
17526.801259,44316
17526.837059,46662
17526.869284,48774
17526.901189,50864
17526.937392,53237
17526.969394,55334
17527.001502,57439
17527.037229,59780
17527.069325,61883
17527.105532,64256
17527.137284,66337
17527.169163,68426
17527.205125,70783
17527.237208,72885
17527.269320,74990
17527.305335,77350
17527.337096,79432
17527.373266,81802
17527.405428,83910
17527.437246,85995
17527.473372,88363
17527.505524,90470
17527.537166,92543
17527.573303,94911
17527.605140,96998
17527.641273,99366
17527.673223,101460
17527.705256,103559
17527.741181,105913
17527.773190,108011
17527.805227,110111
17527.841238,112471
17527.873429,114580
17527.909438,116940
17527.941288,119027
17527.973142,121115
17528.009539,123500
17528.041575,125600
17528.077162,127932
17528.109319,130039
17528.141269,132133
17528.177204,134488
17528.209151,136582
17528.241386,138694
17528.277317,141049
17528.309543,143161
17528.345328,145506
17528.377207,147595
17528.409398,149705
17528.445445,152067
17528.477635,154177
17528.509440,156261
17528.545279,158610
17528.577186,160701
17528.613048,163051
17528.645138,165154
17528.677202,167256
17528.713614,169642
17528.745387,171724
17528.777332,173818
17528.813128,176163
17528.845054,178256
17528.881481,180643
17528.913603,182748
17528.945410,184833
17528.981167,187176
17529.013149,189272
17529.045073,191364
17529.081265,193736
17529.113197,195828
17529.149268,198192
17529.181379,200297
17529.213228,202384
17529.249155,204738
17529.281167,206836
17529.313179,208934
17529.349448,211311
17529.381395,213405
17529.417404,215765
17529.449218,217850
17529.481407,219959
17529.517175,222303
17529.549070,224393
17529.585227,226763
17529.617408,228872
17529.649214,230956
17529.685350,233324
17529.717204,235412
17529.749293,237515
17529.785475,239886
17529.817469,241983
17529.853428,244339
17529.885397,246435
17529.917149,248515
17529.953494,250897
17529.985355,252985
17530.017271,255077
17530.053203,257432
17530.085374,259540
17530.121243,261891
17530.153233,263987
17530.185227,266084
17530.221357,268452
17530.253531,270560
17530.285476,272654
17530.321288,275001
17530.353298,277098
17530.389349,279461
17530.421379,281560
17530.453231,283648
17530.489214,286006
17530.521209,288103
17530.553254,290203
17530.589229,292560
17530.621149,294652
17530.657462,297032
17530.689438,299127
17530.721293,301215
17530.757226,303570
17530.789050,305655
17530.821065,307754
17530.857482,310140
17530.889315,312226
17530.925130,314573
17530.957175,316674
17530.989070,318764
17531.025308,321139
17531.057232,323231
17531.089344,325335
17531.125259,327689
17531.157229,329784
17531.193315,332149
17531.225335,334247
17531.257275,336341
17531.293430,338710
17531.325255,340796
17531.361304,343158
17531.393186,345248
17531.425282,347351
17531.461304,349712
17531.493218,351803
17531.525266,353903
17531.561399,356271
17531.593577,358380
17531.629152,360712
17531.661429,362827
17531.693441,364925
17531.729395,367281
17531.761494,369385
17531.793480,371481
17531.829216,373823
17531.861346,375928
17531.897165,378276
17531.929094,380368
17531.961209,382473
17531.997302,384838
17532.029336,386938
17532.061575,389050
17532.097403,391398
17532.129113,393476
17532.165414,395855
17532.197316,397946
17532.229447,400052
17532.265160,402392
17532.297460,404509
17532.329217,406590
17532.365214,408949
17532.397076,411037
