# timestamps [seconds],pts
17373.901834,0
17373.929037,1782
17373.961223,3892
17373.993551,6010
17374.029302,8353
17374.061477,10462
17374.093503,12561
17374.129288,14906
17374.161304,17004
17374.197298,19363
17374.229296,21460
17374.261520,23572
17374.297402,25923
17374.329096,28000
17374.361122,30099
17374.397094,32456
17374.429100,34554
17374.465441,36935
17374.497584,39042
17374.529476,41132
17374.565352,43483
17374.597239,45573
17374.629126,47663
17374.665493,50046
17374.697477,52142
17374.733196,54483
17374.765243,56583
17374.797048,58667
17374.833315,61044
17374.865079,63126
17374.901376,65504
17374.933402,67603
17374.965392,69700
17375.001396,72059
17375.033355,74154
17375.065260,76245
17375.101469,78618
17375.133380,80709
17375.169168,83054
17375.201267,85158
17375.233282,87256
17375.269271,89614
17375.301228,91709
17375.333146,93801
17375.369215,96164
17375.401423,98275
17375.437099,100613
17375.469350,102727
17375.501349,104824
17375.537373,107185
17375.569168,109268
17375.601378,111379
17375.637218,113728
17375.669421,115838
17375.705248,118186
17375.737184,120279
17375.769235,122380
17375.805248,124740
17375.837282,126839
17375.869421,128945
17375.905400,131303
17375.937121,133382
17375.973561,135770
17376.005417,137858
17376.037521,139962
17376.073302,142307
17376.105241,144400
17376.137164,146492
17376.173158,148851
17376.205049,150941
17376.241279,153315
17376.273261,155411
17376.305314,157512
17376.341413,159877
17376.373159,161958
17376.405165,164055
17376.441384,166429
17376.473471,168532
17376.509308,170880
17376.541478,172989
17376.573135,175063
17376.609523,177448
17376.641298,179530
17376.677214,181884
17376.709196,183980
17376.741239,186080
17376.777209,188437
17376.809317,190541
17376.841394,192644
17376.877455,195007
17376.909376,197099
17376.945220,199448
17376.977275,201549
17377.009357,203651
17377.045354,206010
17377.077328,208105
17377.109172,210192
17377.145126,212549
17377.177155,214648
17377.213201,217010
17377.245273,219112
17377.277269,221209
17377.313450,223580
17377.345307,225668
17377.377272,227762
17377.413207,230117
17377.445242,232217
17377.481386,234585
17377.513385,236682
17377.545272,238772
17377.581057,241117
17377.613063,243215
17377.645029,245310
17377.681237,247683
17377.713370,249789
17377.749430,252152
17377.781257,254237
17377.813385,256343
17377.849306,258697
17377.881362,260798
17377.913409,262898
17377.949433,265259
17377.981296,267347
17378.017377,269712
17378.049080,271789
17378.081252,273898
17378.117171,276252
17378.149084,278343
17378.185546,280733
17378.217445,282823
17378.249337,284913
17378.285317,287271
17378.317312,289368
17378.349272,291462
17378.385467,293834
17378.417565,295938
17378.453354,298283
17378.485397,300383
17378.517172,302466
17378.553237,304829
17378.585244,306927
17378.617217,309022
17378.653318,311388
17378.685424,313492
17378.721270,315841
17378.753244,317937
17378.785405,320044
17378.821222,322392
17378.853343,324497
17378.885467,326602
17378.921249,328947
17378.953176,331039
17378.989006,333387
17379.021037,335486
17379.053251,337598
17379.089378,339965
17379.121196,342050
17379.153402,344161
17379.189266,346511
17379.221260,348608
17379.257455,350980
17379.289349,353070
17379.321419,355172
17379.357331,357525
17379.389118,359609
17379.421144,361707
17379.457079,364062
17379.489199,366167
17379.525145,368523
17379.557240,370627
17379.589211,372722
17379.625200,375080
17379.657177,377176
17379.689333,379283
17379.725333,381643
17379.757229,383733
17379.793241,386093
17379.825312,388195
17379.857170,390282
17379.893412,392658
17379.925190,394740
17379.961144,397096
17379.993300,399204
17380.025324,401302
17380.061262,403658
17380.093207,405751
17380.125130,407843
