# timestamps [seconds],pts
8544.834912,0
8544.861604,1749
8544.884071,3221
8544.913481,5149
8544.945709,7261
8544.981595,9612
8545.013581,11709
8545.047448,13928
8545.081500,16160
8545.113499,18257
8545.145595,20360
8545.181611,22720
8545.213584,24816
8545.249581,27175
8545.281663,29277
8545.313539,31366
8545.349549,33726
8545.381610,35827
8545.413635,37926
8545.449619,40284
8545.481671,42385
8545.517521,44734
8545.549422,46825
8545.581711,48941
8545.617590,51292
8545.649662,53394
8545.681676,55492
8545.717561,57844
