# timestamps [seconds],pts
17472.904192,0
17472.949331,2958
17472.985210,5309
17473.017214,7406
17473.049156,9500
17473.085478,11880
17473.117337,13968
17473.153169,16316
17473.185299,18422
17473.217414,20527
17473.253641,22901
17473.285571,24993
17473.321311,27335
17473.353234,29427
17473.385432,31538
17473.421226,33883
17473.453273,35984
17473.485162,38073
17473.521212,40436
17473.553232,42534
17473.589168,44889
17473.621207,46989
17473.653390,49098
17473.689559,51469
17473.721310,53549
17473.753384,55651
17473.789174,57997
17473.821058,60086
17473.857394,62468
17473.889372,64563
17473.921196,66649
17473.957167,69006
17473.989242,71108
17474.021231,73205
17474.057222,75563
17474.089302,77666
17474.125279,80023
17474.157491,82134
17474.189333,84221
17474.225418,86586
17474.257243,88672
17474.289363,90777
17474.325379,93137
17474.357193,95222
17474.393308,97589
17474.425310,99686
17474.457243,101779
17474.493332,104144
17474.525354,106242
17474.557232,108331
17474.593512,110709
17474.625464,112803
17474.661429,115160
17474.693431,117257
17474.725316,119347
17474.761369,121710
17474.793552,123819
17474.829001,126142
17474.861372,128263
17474.893370,130360
17474.929157,132706
17474.961309,134813
17474.993300,136909
17475.029307,139269
17475.061409,141373
17475.097343,143728
17475.129238,145818
17475.161300,147919
17475.197404,150285
17475.229444,152385
17475.261563,154490
17475.297255,156829
17475.329245,158925
17475.365219,161283
17475.397207,163379
17475.429160,165473
17475.465443,167851
17475.497505,169952
17475.529370,172041
17475.565346,174398
17475.597039,176475
17475.633524,178866
17475.665339,180951
17475.697475,183057
17475.733368,185410
17475.765221,187497
17475.797200,189593
17475.833333,191961
17475.865073,194041
17475.901550,196431
17475.933425,198520
17475.965412,200617
17476.001417,202976
17476.033383,205071
17476.065064,207147
17476.101657,209545
17476.133369,211624
17476.169329,213980
17476.201368,216080
17476.233256,218170
17476.269276,220530
17476.301259,222626
17476.337182,224980
17476.369319,227087
17476.401416,229190
17476.437263,231539
17476.469332,233641
17476.501428,235744
17476.537338,238098
17476.569524,240207
17476.605081,242537
17476.637128,244637
17476.669532,246761
17476.705238,249101
17476.737060,251187
17476.769128,253288
17476.805201,255652
17476.837230,257751
17476.873356,260119
17476.905380,262217
17476.937311,264310
17476.973418,266676
17477.005443,268775
17477.037408,270870
17477.073465,273233
17477.105518,275333
17477.141336,277681
17477.173248,279772
17477.205099,281859
17477.241281,284231
17477.273288,286328
17477.305725,288454
17477.341240,290781
17477.373243,292879
17477.409505,295255
17477.441489,297351
17477.473539,299452
17477.509457,301806
17477.541503,303906
17477.573211,305984
17477.609443,308358
17477.641363,310450
17477.677170,312797
17477.709616,314923
17477.741220,316994
17477.777279,319357
17477.809383,321461
17477.841355,323556
17477.877531,325927
17477.909481,328021
17477.945305,330369
17477.977265,332463
17478.009446,334572
17478.045395,336928
17478.077488,339031
17478.113351,341382
17478.145170,343467
17478.177238,345569
17478.213131,347921
17478.245172,350021
17478.277298,352126
17478.313600,354505
17478.345361,356587
17478.381284,358941
17478.413283,361038
17478.445280,363135
17478.481480,365507
17478.513461,367603
17478.545377,369695
17478.581067,372034
17478.613106,374133
17478.649147,376495
17478.681337,378605
17478.713450,380709
17478.749418,383066
17478.781443,385165
17478.813357,387257
17478.849274,389610
17478.881413,391717
17478.917425,394077
17478.949411,396173
17478.981390,398269
17479.017289,400621
17479.049218,402714
17479.081222,404811
17479.117202,407169
