# timestamps [seconds],pts
17411.941764,0
17411.966066,1592
17411.997011,3620
17412.029142,5726
17412.061463,7844
17412.097518,10207
17412.129438,12299
17412.161357,14391
17412.197131,16735
17412.229050,18827
17412.265020,21184
17412.297336,23302
17412.329120,25385
17412.365452,27766
17412.397330,29855
17412.429388,31956
17412.465089,34296
17412.497330,36409
17412.533364,38770
17412.565399,40869
17412.597398,42966
17412.633274,45318
17412.665027,47399
17412.697154,49504
17412.733151,51863
17412.765201,53963
17412.801356,56333
17412.833485,58438
17412.865447,60533
17412.901478,62894
17412.933292,64979
17412.965319,67078
17413.001532,69451
17413.033533,71549
17413.069392,73899
17413.101359,75994
17413.133161,78078
17413.169152,80436
17413.201293,82543
17413.233360,84644
17413.269412,87007
17413.301393,89103
17413.337183,91448
17413.369167,93544
17413.401304,95650
17413.437295,98009
17413.469366,100111
17413.501479,102215
17413.537269,104561
17413.569310,106661
17413.605239,109015
17413.637253,111113
17413.669240,113210
17413.705463,115584
17413.737492,117683
17413.773247,120026
17413.805126,122115
17413.837150,124214
17413.873338,126585
17413.905653,128703
17413.937361,130781
17413.973172,133128
17414.005296,135233
17414.041410,137600
17414.073210,139684
17414.105257,141784
17414.141123,144134
17414.173231,146239
17414.205255,148337
17414.241831,150734
17414.273372,152801
17414.309566,155173
17414.341420,157261
17414.373359,159354
17414.409398,161716
17414.441389,163812
17414.473414,165911
17414.509459,168273
17414.541201,170354
17414.577308,172720
17414.609424,174825
17414.641362,176918
17414.677259,179270
17414.709254,181367
17414.741136,183456
17414.777288,185826
17414.809416,187931
17414.845221,190278
17414.877429,192388
17414.909392,194483
17414.945285,196835
17414.977169,198925
17415.009349,201034
17415.045149,203380
17415.077355,205490
17415.113342,207849
17415.145253,209940
17415.177244,212037
17415.213350,214403
17415.245425,216505
17415.281312,218857
17415.313354,220957
17415.345281,223049
17415.381390,225415
17415.413410,227514
17415.445064,229588
17415.481178,231955
17415.513253,234057
17415.549025,236401
17415.581222,238511
17415.613182,240606
17415.649452,242983
17415.681510,245084
17415.713475,247179
17415.749284,249525
17415.781270,251622
17415.817552,253999
17415.849426,256088
17415.881509,258191
17415.917268,260534
17415.949167,262625
17415.981054,264714
17416.017264,267087
17416.049162,269178
17416.085503,271559
17416.117387,273649
17416.149447,275750
17416.185416,278107
17416.217328,280199
17416.249214,282288
17416.285554,284670
17416.317371,286755
17416.353422,289118
17416.385172,291198
17416.417178,293296
17416.453291,295662
17416.485259,297757
17416.517217,299852
17416.553316,302218
17416.585431,304322
17416.621125,306661
17416.653363,308774
17416.685442,310876
17416.721344,313229
17416.753405,315330
17416.789190,317676
17416.821086,319766
17416.853280,321876
17416.889157,324227
17416.921127,326322
17416.953224,328426
17416.989344,330793
17417.021279,332886
17417.057212,335240
17417.089302,337343
17417.121271,339438
17417.157234,341795
17417.189139,343886
17417.221124,345982
17417.257203,348347
17417.289378,350455
17417.325173,352801
17417.357169,354898
17417.389042,356987
17417.425231,359359
17417.457387,361466
17417.489573,363575
17417.525357,365920
17417.557358,368017
17417.593525,370388
17417.625508,372484
17417.657385,374573
17417.693296,376926
17417.725330,379025
17417.757224,381116
17417.793341,383483
17417.825240,385573
17417.861196,387929
17417.893450,390043
17417.925301,392131
17417.961277,394488
17417.993303,396587
17418.025372,398689
17418.061450,401053
17418.093436,403149
17418.129226,405495
17418.161241,407593
17418.193359,409698
