# timestamps [seconds],pts
17434.771020,0
17434.808393,2449
17434.830455,3895
17434.849121,5118
17434.881252,7224
17434.917410,9593
17434.949504,11696
17434.985200,14036
17435.017440,16149
17435.049175,18228
17435.085271,20594
17435.117166,22684
17435.149192,24783
17435.185428,27158
17435.217515,29261
17435.253602,31626
17435.285437,33712
17435.317326,35802
17435.353413,38167
17435.385541,40272
17435.417504,42367
17435.453333,44715
17435.485258,46807
17435.521254,49166
17435.553159,51257
17435.585329,53365
17435.621053,55706
17435.653315,57821
17435.685382,59922
17435.721259,62273
17435.753268,64371
17435.789309,66733
17435.821404,68836
17435.853462,70937
17435.889451,73296
17435.921377,75388
17435.953248,77477
17435.989388,79845
17436.021100,81923
17436.057088,84282
17436.089226,86388
17436.121258,88487
17436.157195,90842
17436.189054,92930
17436.225352,95309
17436.257519,97417
17436.289518,99514
17436.325294,101859
17436.357360,103960
17436.389225,106049
17436.425571,108430
17436.457394,110516
17436.493491,112882
17436.525311,114967
17436.557205,117057
17436.593267,119420
17436.625279,121518
17436.657186,123609
17436.693451,125986
17436.725233,128069
17436.761364,130437
17436.793365,132534
17436.825506,134640
17436.861539,137002
17436.893504,139096
17436.925403,141187
17436.961257,143537
17436.993291,145636
17437.029110,147983
17437.061272,150091
17437.093262,152188
17437.129456,154560
17437.161463,156657
17437.193500,158757
17437.229180,161095
17437.261399,163206
17437.297470,165570
17437.329408,167663
17437.361477,169765
17437.397118,172101
17437.429152,174200
17437.461355,176311
17437.497246,178663
17437.529160,180754
17437.565283,183122
17437.597279,185218
17437.629183,187309
17437.665193,189669
17437.697513,191787
17437.733495,194145
17437.765456,196240
17437.797470,198338
17437.833458,200696
17437.865223,202778
17437.897346,204883
17437.933180,207232
17437.965221,209331
17438.001411,211703
17438.033595,213812
17438.065433,215899
17438.101321,218251
17438.133297,220346
17438.165319,222445
17438.201525,224818
17438.233518,226914
17438.269409,229266
17438.301343,231359
17438.333337,233456
17438.369153,235803
17438.401271,237908
17438.433234,240003
17438.469343,242369
17438.501516,244478
17438.537253,246820
17438.569232,248915
17438.601475,251028
17438.637375,253381
17438.669436,255482
17438.701496,257583
17438.737200,259923
17438.769337,262029
17438.805383,264391
17438.837152,266473
17438.869329,268582
17438.905234,270935
17438.937140,273026
17438.969268,275132
17439.005683,277518
17439.037077,279576
17439.073377,281954
17439.105379,284052
17439.137225,286139
17439.173311,288504
17439.205294,290600
17439.237127,292686
17439.273467,295067
17439.305535,297169
17439.341160,299504
17439.373089,301596
17439.405121,303695
17439.441284,306065
17439.473341,308166
17439.509550,310539
17439.541257,312617
17439.573372,314722
17439.609386,317082
17439.641394,319179
17439.673428,321279
17439.709523,323644
17439.741320,325728
17439.777112,328074
17439.809282,330182
17439.841367,332285
17439.877168,334631
17439.909485,336749
17439.941283,338833
17439.977403,341200
17440.009556,343307
17440.045327,345651
17440.077340,347749
17440.109327,349845
17440.145306,352203
17440.177238,354296
17440.209294,356397
17440.245264,358754
17440.277255,360851
17440.313150,363203
17440.345243,365306
17440.377185,367400
17440.413339,369769
17440.445444,371873
17440.477543,373976
17440.513445,376329
17440.545318,378418
17440.581334,380778
17440.613384,382879
17440.645356,384974
17440.681311,387330
17440.713287,389426
17440.745203,391518
17440.781183,393876
17440.813220,395975
17440.849391,398346
17440.881459,400447
17440.913556,402551
17440.949428,404901
17440.981260,406988
17441.017386,409355
17441.049244,411443
