# timestamps [seconds],pts
17269.896054,0
17269.920254,1585
17269.945343,3230
17269.977397,5330
17270.013051,7667
17270.045258,9778
17270.077220,11872
17270.113191,14230
17270.145301,16334
17270.177855,18467
17270.213424,20798
17270.245470,22898
17270.281198,25240
17270.313256,27341
17270.345287,29440
17270.381373,31805
17270.413251,33894
17270.449048,36240
17270.481434,38362
17270.513414,40458
17270.549104,42797
17270.581145,44897
17270.613071,46989
17270.649228,49359
17270.681453,51471
17270.717128,53809
17270.749156,55908
17270.781193,58007
17270.817559,60390
17270.849342,62473
17270.881537,64583
17270.917162,66918
17270.949259,69021
17270.985293,71383
17271.017239,73476
17271.049039,75560
17271.085360,77941
17271.117428,80042
17271.149416,82139
17271.185460,84501
17271.217299,86587
17271.253508,88960
17271.285484,91056
17271.317289,93140
17271.353305,95500
17271.385312,97598
17271.417297,99694
17271.453195,102047
17271.485176,104143
17271.521345,106513
17271.553246,108604
17271.585336,110707
17271.621232,113059
17271.653356,115164
17271.685260,117255
17271.721343,119620
17271.753311,121715
17271.789044,124057
17271.821300,126170
17271.853476,128279
17271.889485,130639
17271.921178,132716
17271.957149,135073
17271.989119,137169
17272.021077,139263
17272.057183,141629
17272.089412,143741
17272.121197,145824
17272.157199,148184
17272.189200,150281
17272.225366,152651
17272.257122,154732
17272.289201,156834
17272.325486,159212
17272.357408,161304
17272.389146,163384
17272.425273,165752
17272.457133,167840
17272.493253,170207
17272.525281,172306
17272.557240,174400
17272.593386,176769
17272.625542,178876
17272.657357,180961
17272.693291,183316
17272.725315,185415
17272.761498,187786
17272.793472,189882
17272.825474,191979
17272.861173,194319
17272.893227,196419
17272.925193,198514
17272.961229,200876
17272.993363,202982
17273.029272,205335
17273.061528,207449
17273.093471,209542
17273.129194,211883
17273.161297,213987
17273.193372,216089
17273.229370,218448
17273.261437,220550
17273.297305,222900
17273.329159,224988
17273.361129,227083
17273.397123,229442
17273.429074,231536
17273.465225,233905
17273.497263,236005
17273.529334,238107
17273.565193,240457
17273.597148,242551
17273.629157,244648
17273.665238,247013
17273.697478,249126
17273.733311,251474
17273.765199,253564
17273.797152,255658
17273.833189,258020
17273.865035,260107
17273.897296,262221
17273.933299,264580
17273.965289,266677
17274.001329,269039
17274.033309,271135
17274.065117,273219
17274.101424,275598
17274.133340,277690
17274.165312,279785
17274.201463,282154
17274.233369,284245
17274.269257,286597
17274.301319,288699
17274.333211,290789
17274.369113,293141
17274.401376,295256
17274.433452,297358
17274.469474,299719
17274.501317,301805
17274.537400,304170
17274.569299,306261
17274.601447,308367
17274.637154,310707
17274.669232,312810
17274.701423,314919
17274.737054,317254
17274.769185,319360
17274.805113,321715
17274.837109,323812
17274.869188,325914
17274.905394,328287
17274.937275,330376
17274.969261,332472
17275.005350,334837
17275.037381,336936
17275.073391,339296
17275.105416,341395
17275.137167,343476
17275.173353,345847
17275.205187,347934
17275.241180,350292
17275.273228,352393
17275.305272,354493
17275.341141,356843
17275.373172,358942
17275.405071,361033
17275.441609,363427
17275.473534,365520
17275.509638,367886
17275.541390,369967
17275.573240,372054
17275.609512,374431
17275.641353,376518
17275.673299,378611
17275.709386,380976
17275.741217,383062
17275.777243,385423
17275.809217,387519
17275.841486,389633
17275.877531,391996
17275.909433,394086
17275.941455,396185
17275.977448,398544
17276.009546,400647
17276.045420,402998
17276.077533,405103
17276.109369,407189
17276.145216,409538
