# timestamps [seconds],pts
8546.441161,0
8546.466896,1686
8546.491003,3266
8546.521585,5270
8546.553583,7367
8546.589681,9733
8546.621656,11828
8546.653620,13923
8546.689482,16273
8546.721469,18369
8546.757514,20732
8546.789556,22832
8546.821553,24928
8546.857564,27288
8546.889440,29377
8546.921470,31477
8546.957606,33845
8546.989648,35945
8547.025514,38295
8547.057667,40402
8547.089576,42493
8547.125487,44847
8547.157582,46950
8547.189589,49048
8547.225512,51402
8547.257721,53513
8547.293604,55864
8547.325496,57954
