# timestamps [seconds],pts
17518.519268,0
17518.556774,2457
17518.578938,3910
17518.598739,5208
17518.625551,6965
17518.657442,9055
17518.693285,11404
17518.725207,13496
17518.761301,15861
17518.793322,17960
17518.825226,20050
17518.861547,22431
17518.893535,24527
17518.925453,26619
17518.961215,28962
17518.993322,31067
17519.029467,33435
17519.061545,35538
17519.093446,37628
17519.129152,39968
17519.161189,42068
17519.194051,44221
17519.229131,46520
17519.261248,48625
17519.297240,50984
17519.329461,53095
17519.361397,55188
17519.397134,57530
17519.429118,59627
17519.461446,61745
17519.497511,64109
17519.529461,66202
17519.565298,68551
17519.597054,70632
17519.629122,72734
17519.665415,75112
17519.697306,77202
17519.729187,79292
17519.765143,81648
17519.797293,83755
17519.833383,86120
17519.865139,88201
17519.897247,90305
17519.933382,92673
17519.965398,94772
17520.001378,97130
17520.033356,99225
17520.065112,101306
17520.101562,103695
17520.133363,105779
17520.165192,107865
17520.201289,110231
17520.233205,112322
17520.269127,114677
17520.301239,116781
17520.333200,118876
17520.369349,121245
17520.401434,123347
17520.433502,125449
17520.469391,127801
17520.501390,129898
17520.537296,132251
17520.569262,134346
17520.601525,136460
17520.637052,138788
17520.669279,140900
17520.701280,142998
17520.737119,145346
17520.769292,147455
17520.805288,149814
17520.837246,151908
17520.869340,154011
17520.905446,156378
17520.937216,158460
17520.969320,160564
17521.005507,162935
17521.037383,165024
17521.073363,167382
17521.105429,169484
17521.137001,171553
17521.173208,173925
17521.205243,176025
17521.237156,178116
17521.273419,180493
17521.305454,182592
17521.341362,184945
17521.373179,187031
17521.405077,189121
17521.441463,191506
17521.473486,193604
17521.509431,195960
17521.541486,198061
17521.573110,200133
17521.609282,202504
17521.641275,204600
17521.673184,206691
17521.709410,209065
17521.741241,211152
17521.777327,213516
17521.809262,215609
17521.841429,217717
17521.877538,220084
17521.909525,222180
17521.941318,224264
17521.977207,226616
17522.009393,228725
17522.045075,231063
17522.077154,233166
17522.109259,235270
17522.145289,237631
17522.177342,239731
17522.209514,241840
17522.245202,244179
17522.277307,246283
17522.313552,248658
17522.345390,250744
17522.377414,252843
17522.413262,255192
17522.445195,257285
17522.477377,259394
17522.513206,261742
17522.545162,263836
17522.581123,266193
17522.613226,268297
17522.645241,270395
17522.681335,272761
17522.713403,274862
17522.745381,276958
17522.781462,279322
17522.813371,281414
17522.849282,283767
17522.881374,285870
17522.913360,287966
17522.949279,290320
17522.981280,292417
17523.013045,294499
17523.049157,296866
17523.081434,298981
17523.117274,301330
17523.149263,303426
17523.181236,305522
17523.217306,307885
17523.249343,309985
17523.285449,312351
17523.317222,314433
17523.349278,316534
17523.385534,318910
17523.417445,321002
17523.449120,323077
17523.485177,325440
17523.517122,327534
17523.553191,329898
17523.585320,332003
17523.617288,334098
17523.653500,336471
17523.685504,338569
17523.717461,340663
17523.753295,343011
17523.785421,345117
17523.821459,347479
17523.853544,349581
17523.885526,351677
17523.921153,354012
17523.953174,356111
17523.985299,358216
17524.021089,360561
17524.053362,362676
17524.089548,365048
17524.121465,367139
17524.153494,369239
17524.189025,371567
17524.221290,373682
17524.253335,375782
17524.289398,378145
17524.321261,380233
17524.357375,382600
17524.389159,384683
17524.421067,386774
17524.457093,389135
17524.489301,391246
17524.521369,393347
17524.557596,395721
17524.589413,397806
17524.625405,400165
17524.657169,402247
17524.689159,404343
17524.725273,406710
17524.757363,408813
17524.793546,411184
