# timestamps [seconds],pts
17533.751956,0
17533.774618,1485
17533.805137,3485
17533.837397,5599
17533.873391,7958
17533.905393,10055
17533.941414,12416
17533.973351,14509
17534.005413,16610
17534.041402,18968
17534.073353,21062
17534.105259,23153
17534.141251,25512
17534.173475,27624
17534.209393,29978
17534.241257,32066
17534.273715,34193
17534.309267,36523
17534.341171,38614
17534.377402,40988
17534.410409,43151
17534.441389,45181
17534.477228,47530
17534.509493,49645
17534.541256,51726
17534.577414,54096
17534.609505,56199
17534.645214,58539
17534.677223,60637
17534.709223,62734
17534.745175,65090
17534.777216,67190
17534.809372,69297
17534.845404,71659
17534.877505,73762
17534.913411,76115
17534.945331,78207
17534.977246,80299
17535.013401,82668
17535.045363,84763
17535.077519,86870
17535.113412,89223
17535.145174,91304
17535.181162,93663
17535.213171,95760
17535.245148,97856
17535.281475,100237
17535.313498,102335
17535.345436,104428
17535.381309,106779
17535.413062,108860
17535.449393,111241
17535.481573,113350
17535.513450,115439
17535.549245,117785
17535.581188,119878
17535.613194,121976
17535.649065,124327
17535.681224,126434
17535.717170,128790
17535.749322,130897
17535.781179,132985
17535.817329,135354
17535.849187,137442
17535.881340,139549
17535.917465,141916
17535.949378,144008
17535.985390,146368
17536.017393,148465
17536.049179,150548
17536.085327,152917
17536.117116,155000
17536.153213,157366
17536.185527,159484
17536.217384,161571
17536.253306,163925
17536.285328,166024
17536.317210,168113
17536.353373,170483
17536.385517,172590
17536.421296,174935
17536.453351,177035
17536.485376,179134
17536.521238,181484
17536.553189,183578
17536.585244,185679
17536.621135,188031
17536.653397,190145
17536.689434,192507
17536.721191,194588
17536.753382,196698
17536.789555,199069
17536.821342,201152
17536.853524,203261
17536.889286,205604
17536.921242,207699
17536.957518,210076
17536.989102,212146
17537.021093,214242
17537.057096,216602
17537.089326,218714
17537.121369,220814
17537.157684,223194
17537.189189,225259
17537.225497,227638
17537.257380,229727
17537.289504,231833
17537.325401,234185
17537.357379,236281
17537.389195,238366
17537.425388,240738
17537.457359,242833
17537.493269,245186
17537.525153,247276
17537.557274,249381
17537.593336,251744
17537.625319,253840
17537.661544,256214
17537.693542,258311
17537.725377,260398
17537.761280,262751
17537.793339,264852
17537.825349,266949
17537.861463,269316
17537.893532,271418
17537.929195,273755
17537.961140,275848
17537.993232,277952
17538.029149,280305
17538.061333,282415
17538.093314,284510
17538.129448,286878
17538.161423,288974
17538.197230,291321
17538.229243,293419
17538.261429,295528
17538.297560,297896
17538.329508,299989
17538.361417,302081
17538.397180,304424
17538.429108,306517
17538.465030,308871
17538.497226,310981
17538.529219,313077
17538.565363,315446
17538.597409,317546
17538.629357,319640
17538.665133,321985
17538.697377,324098
17538.733300,326452
17538.765350,328552
17538.797263,330644
17538.833425,333014
17538.865077,335088
17538.897246,337196
17538.933188,339552
17538.965239,341652
17539.001352,344019
17539.033304,346113
17539.065117,348198
17539.101370,350573
17539.133359,352670
17539.165318,354764
17539.201414,357130
17539.233490,359232
17539.269507,361592
17539.301199,363669
17539.333167,365764
17539.369180,368124
17539.401157,370220
17539.437219,372583
17539.469407,374693
17539.501513,376797
17539.537329,379144
17539.569327,381241
17539.601328,383338
17539.637387,385701
17539.669446,387802
17539.705359,390156
17539.737221,392244
17539.769290,394345
17539.805244,396702
17539.837108,398790
17539.869221,400894
17539.905340,403262
17539.937227,405351
17539.973114,407703
17540.005094,409799
