pupil_timestamp,world_index,eye_id,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
8551.332587,0,0,0.9329273104667664,0.4868182191159205,0.43890630791336105,26.776793091093626,pye3d 0.3.0 real-time,93.46909807025673,107.72998888063468,25.60903628979011,26.776793091093626,70.3044741594699,3.548159060317979,1.0,,-1.4178174620393216,-1.3629812637720204,51.63984014892334,10.392304845413264,-0.1938204232814631,1.4734648011057592,41.717320057225294,0.11777916996902574,0.27293714984984013,-0.9547949409968892,1.7740795301589896,1.2943515425201142,-1.4480608971825581,88.06952200654717,88.4451890700817,135.84337653810604,135.84337653810604,0.0
8551.332587,0,0,0.9329273104667664,0.48649148146311444,0.43879433472951257,26.78577423095703,2d c++,93.40636444091797,107.7514877319336,25.403797149658203,26.78577423095703,50.09364318847656,,,,,,,,,,,,,,,,,,,,,
8551.336609,0,1,1.0,0.446394316384963,0.6421502895794831,26.581247064509746,pye3d 0.3.0 real-time,85.7077087459129,68.70714440073927,23.706148431112304,26.581247064509746,35.45773684448508,3.066612129533082,1.0,,2.158842787955767,-0.9634229782967277,46.33724932196078,10.392304845413264,-1.8317817090278985,-3.2749548055610522,37.02426179187046,-0.38399802126137234,-0.2224272537852409,-0.8961426429095464,1.533306064766541,1.7950997137736193,-1.9756286140441637,109.05021004637119,90.03483152722316,151.73383427922147,151.73383427922147,0.0
8551.336609,0,1,1.0,0.446460485458374,0.642219106356303,26.590669631958008,2d c++,85.72041320800781,68.69393157958984,23.591691970825195,26.590669631958008,31.522075653076186,,,,,,,,,,,,,,,,,,,,,
8551.340514000001,0,0,0.8669738173484802,0.4862021605173747,0.43923310438791907,26.703493118286133,2d c++,93.35081481933594,107.66724395751953,25.759645462036133,26.703493118286133,52.60022735595703,,,,,,,,,,,,,,,,,,,,,
8551.340514000001,0,0,0.8669738173484802,0.4864075238632468,0.4394368126467658,26.696354587648937,pye3d 0.3.0 real-time,93.39024458174339,107.62813197182096,25.54740526086521,26.696354587648937,70.85272712355341,3.5372047110050726,1.0,,-1.4178174620393216,-1.3629812637720204,51.63984014892334,10.392304845413264,-0.23009083103211259,1.4668757288255574,41.711032826216204,0.1142890483559499,0.2723031160740594,-0.9553999300828154,1.7686023555025363,1.2950105379014973,-1.451737783424483,88.06952200654717,88.4451890700817,135.84337653810604,135.84337653810604,0.0
8551.344504,0,1,1.0,0.446675181388855,0.6422435442606609,26.627845764160156,2d c++,85.76163482666016,68.68923950195312,23.6549072265625,26.627845764160156,32.64373016357422,,,,,,,,,,,,,,,,,,,,,
8551.344504,0,1,1.0,0.4466297928267586,0.6422001539364259,26.621698624216986,pye3d 0.3.0 real-time,85.75292022273764,68.69757044420624,23.741832666585754,26.621698624216986,35.208491176877594,3.0710819340171716,1.0,,2.158842787955767,-0.9634229782967277,46.33724932196078,10.392304845413264,-1.8469255082421339,-3.2549767561523835,37.02582614178198,-0.3854552340201877,-0.2205048650845778,-0.8959921132691261,1.5355409670085858,1.7931283725256169,-1.9770626237322808,109.05021004637119,90.03483152722316,151.73383427922147,151.73383427922147,0.0
8551.348543,1,0,0.947083055973053,0.48608144124348956,0.4386845827102661,26.55459213256836,2d c++,93.32763671875,107.7725601196289,25.520893096923828,26.55459213256836,47.734413146972656,,,,,,,,,,,,,,,,,,,,,
8551.348543,1,0,0.947083055973053,0.48636808247325686,0.43891103943176624,26.544983850892155,pye3d 0.3.0 real-time,93.38267183486532,107.72908042910089,25.390921704943946,26.544983850892155,71.26042186484997,3.5171198713608467,1.0,,-1.4178174620393216,-1.3629812637720204,51.63984014892334,10.392304845413264,-0.24800239672147462,1.4882275150143955,41.7150156561312,0.11256550714388976,0.2743576926580269,-0.9550166820955551,1.7585599356804233,1.2928746257456267,-1.4534700751188008,88.06952200654717,88.4451890700817,135.84337653810604,135.84337653810604,0.0
8551.352432,1,1,0.9702839851379395,0.4472203254699707,0.6421421766281128,26.534690856933594,2d c++,85.86630249023438,68.70870208740234,23.877243041992188,26.534690856933594,32.01071929931642,,,,,,,,,,,,,,,,,,,,,
8551.352432,1,1,0.9702839851379395,0.44721388230065906,0.6420676629028181,26.528355607290216,pye3d 0.3.0 real-time,85.86506540172654,68.72300872265892,23.689564966231167,26.528355607290216,34.923199981852896,3.060145017752664,1.0,,2.158842787955767,-0.9634229782967277,46.33724932196078,10.392304845413264,-1.8427012680015662,-3.216309702578202,37.01458089624764,-0.3850487563135188,-0.21678412611960726,-0.897074187525185,1.530072508876332,1.7893153738754723,-1.9762421031892201,109.05021004637119,90.03483152722316,151.73383427922147,151.73383427922147,0.0
8551.356511,1,0,0.8670070767402649,0.48576096693674725,0.4387648502985636,26.55657386779785,2d c++,93.26610565185547,107.75714874267578,25.54034423828125,26.55657386779785,46.54438781738281,,,,,,,,,,,,,,,,,,,,,
8551.356511,1,0,0.8670070767402649,0.4860620780404051,0.4390086489315589,26.546363795868533,pye3d 0.3.0 real-time,93.32391898375778,107.7103394051407,25.398190065951987,26.546363795868533,71.62238902954346,3.5172710290857947,1.0,,-1.4178174620393216,-1.3629812637720204,51.63984014892334,10.392304845413264,-0.26979870636724623,1.4875116543118032,41.71226526577191,0.11046815627033532,0.2742888089298029,-0.9552813385312741,1.7586355145428973,1.292946257442119,-1.455668296296192,88.06952200654717,88.4451890700817,135.84337653810604,135.84337653810604,0.0
8551.360423,1,1,0.992466151714325,0.44717287009781986,0.6423157806774962,26.527359527431205,pye3d 0.3.0 real-time,85.85719105878141,68.67537010992075,23.70478575592059,26.527359527431205,35.1372333171213,3.060467200295031,1.0,,2.158842787955767,-0.9634229782967277,46.33724932196078,10.392304845413264,-1.8185746640109208,-3.223009924161302,37.00588193840604,-0.3827271727620804,-0.21742885524204603,-0.8979112451337705,1.5302336001475154,1.7899758569019784,-1.9737181946743225,109.05021004637119,90.03483152722316,151.73383427922147,151.73383427922147,0.0
8551.360423,1,1,0.992466151714325,0.44714971383412677,0.64230211575826,26.524858474731445,2d c++,85.85274505615234,68.67799377441406,23.768468856811523,26.524858474731445,36.183502197265625,,,,,,,,,,,,,,,,,,,,,
8551.364440000001,1,0,0.8476239442825317,0.48526779810587567,0.4385575453440348,26.570680618286133,2d c++,93.17141723632812,107.79695129394531,25.326257705688477,26.570680618286133,45.860855102539034,,,,,,,,,,,,,,,,,,,,,
8551.364440000001,1,0,0.8476239442825317,0.48563835348993317,0.4387522451064828,26.55949396249333,pye3d 0.3.0 real-time,93.24256387006717,107.75956893955531,25.41043491440323,26.55949396249333,71.8896868393638,3.519089318932882,1.0,,-1.4178174620393216,-1.3629812637720204,51.63984014892334,10.392304845413264,-0.2824477563513712,1.491206573654926,41.711872208801346,0.10925100086811405,0.2746443527093672,-0.9553191604559013,1.759544659466441,1.292576514279874,-1.456930267290169,88.06952200654717,88.4451890700817,135.84337653810604,135.84337653810604,0.0
8551.368352000001,1,1,1.0,0.44680623213450116,0.6427045663197835,26.47583770751953,2d c++,85.78679656982422,68.60072326660156,23.621877670288086,26.47583770751953,34.211578369140625,,,,,,,,,,,,,,,,,,,,,
8551.368352000001,1,1,1.0,0.4467893770878735,0.6426917177864093,26.473777043485065,pye3d 0.3.0 real-time,85.7835604008717,68.60319018500942,23.661939890845797,26.473777043485065,35.06922428993978,3.056383951130695,1.0,,2.1257043713203694,-0.9579794716693657,45.98714346891071,10.392304845413264,-1.8517082195831995,-3.2090983943451836,36.65372755201872,-0.3827267050060637,-0.21661401933079064,-0.8981083653460541,1.5281919755653475,1.7891411267035768,-1.9736385817616076,109.05021004637119,90.03483152722316,151.73383427922147,151.73383427922147,0.0
8551.372428,2,0,0.8750085830688477,0.48560766379038495,0.4385784467061361,26.383771896362305,2d c++,93.2366714477539,107.79293823242188,25.60724449157715,26.383771896362305,47.583003997802734,,,,,,,,,,,,,,,,,,,,,
8551.372428,2,0,0.8750085830688477,0.4858329321367543,0.43887861296776487,26.374337373903224,pye3d 0.3.0 real-time,93.27992297025683,107.73530631018915,25.240100173833532,26.374337373903224,71.95970755651828,3.4944074501548794,1.0,,-1.4178174620393216,-1.3629812637720204,51.63984014892334,10.392304845413264,-0.29098603130300593,1.4838821363552188,41.70879691531889,0.10842940497782383,0.27393955840159245,-0.9556150807092234,1.7472037250774397,1.2933094180581879,-1.4578139697071126,88.06952200654717,88.4451890700817,135.84337653810604,135.84337653810604,0.0
8551.376395000001,2,1,0.9755176901817322,0.44821147123972577,0.643256425857544,26.374345779418945,2d c++,86.05660247802734,68.49476623535156,23.768095016479492,26.374345779418945,32.86863327026366,,,,,,,,,,,,,,,,,,,,,
8551.376395000001,2,1,0.9755176901817322,0.4481965229256791,0.6431986296690069,26.368695348060108,pye3d 0.3.0 real-time,86.05373240173039,68.50586310355067,23.667334759080546,26.368695348060108,35.40225314233079,3.0116235082767226,1.0,,2.1257043713203694,-0.9579794716693657,45.98714346891071,10.392304845413264,-1.7659973331087455,-3.176465752243543,36.609884996060146,-0.3744791711096458,-0.2134739418804988,-0.902327117260162,1.5058117541383613,1.7859258236483295,-1.9641791733658593,108.94646861100037,90.0240451868494,152.91113835275667,152.91113835275667,0.0
8551.380393000001,2,0,0.7995298504829407,0.4851858615875244,0.43833231925964355,26.579727172851562,2d c++,93.15568542480469,107.84019470214844,25.570043563842773,26.579727172851562,46.52525329589844,,,,,,,,,,,,,,,,,,,,,
8551.380393000001,2,0,0.7995298504829407,0.4854943521630737,0.4385810727190794,26.569104343159957,pye3d 0.3.0 real-time,93.21491561531015,107.79243403793674,25.42218925740787,26.569104343159957,72.18461423293869,3.5205106207057915,1.0,,-1.4178174620393216,-1.3629812637720204,51.63984014892334,10.392304845413264,-0.299975152143769,1.4919868936172038,41.71010775623012,0.10756442642162506,0.2747194390327464,-0.9554889449837292,1.7602553103528957,1.2924984242350739,-1.4586930352470047,88.06952200654717,88.4451890700817,135.84337653810604,135.84337653810604,0.0
8551.384464,2,1,1.0,0.4485543966293335,0.6436392466227214,26.48271942138672,2d c++,86.12244415283203,68.4212646484375,23.675350189208984,26.48271942138672,34.709472656250014,,,,,,,,,,,,,,,,,,,,,
8551.384464,2,1,1.0,0.4485241601394739,0.6436301361529331,26.480039973225885,pye3d 0.3.0 real-time,86.11663874677899,68.42301385863685,23.785894301435984,26.480039973225885,35.76144723450571,3.024733372585594,1.0,,2.1257043713203694,-0.9579794716693657,45.98714346891071,10.392304845413264,-1.7340238792991953,-3.1905951728678463,36.60002863195834,-0.3714025240823348,-0.21483354601398796,-0.9032755463380632,1.512366686292797,1.787317719948621,-1.960897346533279,108.94646861100037,90.0240451868494,152.91113835275667,152.91113835275667,0.0
8551.388506000001,2,0,0.962866485118866,0.4849940559438695,0.43873481283741467,26.67614782343447,pye3d 0.3.0 real-time,93.11885874122295,107.76291593521638,25.53039754286026,26.67614782343447,72.40942372422163,3.534697413708743,1.0,,-1.4178174620393216,-1.3629812637720204,51.63984014892334,10.392304845413264,-0.3122486897907282,1.4887000738002534,41.70778944230838,0.1063834047108949,0.27440316464839737,-0.9557120248448602,1.7673487068543714,1.2928273389457998,-1.459939443341022,88.06952200654717,88.4451890700817,135.84337653810604,135.84337653810604,0.0
