# timestamps [seconds],pts
8551.332366,0
8551.358720,1727
8551.382088,3258
8551.413613,5324
8551.445563,7418
8551.481656,9783
8551.513568,11875
8551.549573,14234
8551.581667,16337
8551.613707,18437
8551.649595,20789
8551.681675,22891
8551.713557,24981
8551.749489,27336
8551.781527,29435
8551.817555,31796
8551.849628,33898
8551.881668,35998
8551.917603,38353
8551.949542,40446
8551.981637,42549
8552.017479,44898
8552.049666,47008
8552.085502,49356
8552.117466,51451
8552.149522,53552
8552.185487,55909
8552.217458,58004
